ENSEMBL,gene_symbol,logFC,abs.logFC.,AveExpr,t,P.Value,adj.P.Val,B,HBC_AVG,MIM_AVG,23HBC,26HBC,30HBC,31HBC,33HBC,37HBC,23MIM,26MIM,30MIM,31MIM,33MIM,37MIM
ENSG00000175567,UCP2,0.735967831,0.735967831,7.275561373,1.543924848,0.146360722,0.198730832,-5.983777118,7.645421,6.905701746,7.450391829,6.781575471,8.07750855,8.144164514,7.173498749,8.245386887,7.575882931,7.136805339,7.47978509,8.072419771,6.261871149,4.907446193
ENSG00000164543,STK17A,-0.79263202,0.79263202,7.27475227,-2.742197741,0.016661037,0.031984357,-3.977261858,6.880640258,7.668864282,6.245588299,6.097102641,6.915677103,6.662295507,7.856724914,7.506453086,7.861949675,7.474519339,7.549864328,7.326357351,7.694920703,8.105574293
ENSG00000181163,NPM1,-0.089809425,0.089809425,7.274615959,-0.417935265,0.682748982,0.734719291,-7.06173314,7.230477252,7.318754666,7.38027432,7.183961577,7.098871472,7.231230596,7.292149997,7.196375548,7.072514208,7.219371413,7.010342737,6.874640412,7.435153545,8.300505679
ENSG00000101745,ANKRD12,0.149607431,0.149607431,7.274604703,0.474428493,0.64298813,0.699308258,-7.035566587,7.354561095,7.194648311,6.461542227,6.429711523,7.800029843,7.153644057,8.234904638,8.04753428,7.196183714,7.284017333,7.3899833,7.467511663,6.751860803,7.078333055
ENSG00000128989,ARPP19,-1.172369595,1.172369595,7.273327007,-6.624635745,1.57E-05,0.000162679,3.083315886,6.688838093,7.857815922,6.74109,6.44592175,6.652588286,6.661329201,6.889114434,6.742984886,8.024504317,7.7695131,7.363206751,7.606448495,7.921593223,8.461629643
ENSG00000100221,JOSD1,1.994871669,1.994871669,7.272991553,9.747325387,2.22E-07,1.61E-05,7.444643557,8.272526212,6.273456895,7.556415839,7.971779102,8.534871614,8.387963282,8.417789185,8.766338249,6.246059621,6.409427563,6.360986443,5.820192628,6.307055327,6.497019788
ENSG00000096746,HNRNPH3,-0.707238507,0.707238507,7.267862506,-4.359211858,0.000756479,0.002693468,-0.890779407,6.916435715,7.619289298,6.470400909,6.791476358,7.12968933,6.849557275,7.080782698,7.176707717,7.926071374,7.45364739,7.395121671,7.595604658,7.485157434,7.860133261
ENSG00000100605,ITPK1,-1.757270269,1.757270269,7.267626402,-10.84067656,6.36E-08,9.66E-06,8.711838894,6.389780151,8.145472652,6.379266734,6.298984409,6.269727991,6.408408872,6.423302057,6.558990845,8.305562171,7.912162101,7.960420233,7.761290501,8.249736953,8.683663952
ENSG00000169896,ITGAM,1.467621871,1.467621871,7.266498854,2.168010394,0.049109138,0.079023494,-5.005776415,8.000482128,6.532515581,7.923798422,7.317212316,8.101385191,8.276581439,7.843240184,8.540675213,5.345473492,7.471556056,8.469985086,8.139850804,5.937245695,3.83098235
ENSG00000182149,IST1,0.087026216,0.087026216,7.265892175,0.581723509,0.570606596,0.633010098,-6.976354334,7.31143935,7.220345,7.23411625,6.903968707,7.43884867,7.398294795,7.615542493,7.277865184,7.495684894,6.964439936,7.194818823,7.121397382,7.203144067,7.342584898
ENSG00000141526,SLC16A3,1.644728477,1.644728477,7.260768174,6.901707416,1.03E-05,0.000124331,3.519784537,8.085619991,6.435916358,7.890711911,7.697191834,8.576248933,7.901016874,7.953136081,8.49541431,6.086526043,6.487779303,6.944466838,7.071229078,5.970818276,6.054678608
ENSG00000087266,SH3BP2,0.193026419,0.193026419,7.260302848,0.804833153,0.435248858,0.503763776,-6.817131661,7.359592742,7.161012953,6.85660744,6.678639667,7.923409842,7.610418289,7.279332286,7.809148928,6.994187322,7.220884729,7.498636869,7.576549468,6.792385866,6.883433465
ENSG00000233276,GPX1,0.958944336,0.958944336,7.260115258,1.944077222,0.073630935,0.111137959,-5.379481513,7.739715553,6.780514963,8.563382171,7.140355839,7.508688006,8.027519596,7.739955526,7.45839218,7.162378968,7.281602376,7.172893639,8.184269509,6.339049876,4.542895409
ENSG00000165312,OTUD1,0.415124332,0.415124332,7.259287505,0.953918395,0.35735873,0.426423445,-6.684880988,7.466518968,7.052056041,7.284498879,6.686240817,7.426681977,7.585674225,8.352205881,7.463812031,6.999254494,8.182696706,7.958285476,6.953566367,7.017492542,5.201040658
ENSG00000099341,PSMD8,-1.999639986,1.999639986,7.25747537,-9.564589109,2.77E-07,1.75E-05,7.224062787,6.259425499,8.255525241,6.556118651,6.536173832,6.258617133,6.100094589,6.116720214,5.988828576,8.585420846,7.908097288,7.913261167,7.774310545,8.461053763,8.891007837
ENSG00000101972,STAG2,0.097832742,0.097832742,7.257463756,0.557940214,0.586273642,0.64754888,-6.990690828,7.308703261,7.206224252,6.954565535,6.71921814,7.456160465,7.462387307,7.663097968,7.596790149,7.237814754,7.244388427,7.129441313,7.376245716,7.092532808,7.156922493
ENSG00000133789,SWAP70,-0.673867314,0.673867314,7.257347798,-3.48344064,0.003985773,0.009889272,-2.568026553,6.921147843,7.593547754,7.479518986,7.196790369,6.852844615,6.960557165,6.668751669,6.368424253,7.769224356,7.388258595,7.512161092,7.422333468,7.49110241,7.9782066
ENSG00000125970,RALY,-0.776588218,0.776588218,7.256949654,-4.797077152,0.000339225,0.001477005,-0.072833217,6.870335611,7.643563697,6.826367289,6.909174649,6.824144742,6.797733863,7.050927051,6.813666072,7.730572675,7.376991004,7.369646466,7.474219485,7.647533427,8.262419124
ENSG00000153815,CMIP,0.59161863,0.59161863,7.255406883,3.16070303,0.007434913,0.016466002,-3.190034751,7.550604785,6.960208982,7.700522714,7.742372321,7.779546791,7.262790808,7.535156289,7.283239786,6.562007245,7.11906045,7.375257733,7.278813971,6.941810846,6.484303644
ENSG00000055917,PUM2,-0.692044251,0.692044251,7.25448573,-5.140510954,0.000183924,0.000928869,0.553348574,6.91019706,7.598774401,6.772128021,6.748557128,6.93835042,6.877286106,7.088423242,7.036437442,7.714817317,7.520712829,7.317721827,7.649482679,7.498794435,7.891117319
ENSG00000133961,NUMB,1.292241491,1.292241491,7.254268492,4.22875154,0.000964778,0.003249967,-1.138778076,7.904795402,6.603741581,7.697831118,7.173183081,8.583288158,7.940982163,7.929326702,8.104161192,6.274998896,6.957194748,7.101180447,7.431907148,6.107896289,5.749271957
ENSG00000132507,EIF5A,-1.113740635,1.113740635,7.254246036,-5.902524858,5.01E-05,0.000359512,1.891131351,6.698628084,7.809863988,6.637027839,6.71178921,6.848860839,6.698543636,6.602452002,6.693094978,7.99907383,7.401219697,7.410818222,7.506292008,8.06957375,8.472206418
ENSG00000182541,LIMK2,-0.563084506,0.563084506,7.25421772,-1.701865537,0.112325731,0.159124582,-5.754509935,6.972334774,7.536100667,6.066882412,7.099951003,6.997640414,6.625113109,6.91020775,8.134213953,7.155910923,7.427234768,7.324367332,6.965334529,7.868917908,8.47483854
ENSG00000141959,PFKL,-0.548899721,0.548899721,7.251626397,-3.809687186,0.002131089,0.0060296,-1.940422364,6.977953037,7.525299757,7.122936314,6.95645941,7.082969863,7.180197476,6.811441719,6.71371344,7.543544041,7.294595381,7.342895349,7.482432679,7.60732103,7.881010063
ENSG00000083896,YTHDC1,-0.243088362,0.243088362,7.250827996,-1.402705035,0.18390696,0.241802401,-6.174493348,7.130253603,7.371402389,6.662651668,6.884277386,7.280542688,7.08971673,7.427826304,7.436506839,7.52006476,7.341723369,7.225763733,6.997210584,7.530314059,7.613337827
ENSG00000108829,LRRC59,-1.299049904,1.299049904,7.250730026,-4.908759059,0.000277523,0.001267557,0.135226823,6.602881399,7.898578653,7.099470762,6.948896115,6.762555137,6.507445324,6.128414932,6.170506124,7.910786421,7.509611957,7.544182322,7.442470585,8.089695071,8.894725562
ENSG00000133313,CNDP2,-0.350102642,0.350102642,7.247836979,-1.4831026,0.1616507,0.216577091,-6.067217491,7.071301409,7.424372548,7.901045438,7.300470957,6.569953275,7.137752141,6.858162259,6.660424386,7.871850174,7.75322108,7.168745312,7.390500087,7.340861583,7.021057051
ENSG00000158195,WASF2,0.793848274,0.793848274,7.247086134,3.733430084,0.002465516,0.006766135,-2.088624402,7.643596709,6.850575559,7.766744346,7.456183734,7.881681189,7.68220168,7.410514621,7.664254682,7.103767595,6.921654062,7.57690029,6.670527777,6.711692694,6.118910935
ENSG00000089351,GRAMD1A,2.226568081,2.226568081,7.246840706,6.276885563,2.72E-05,0.000236205,2.520179583,8.369303773,6.12437764,7.608936321,7.167763484,9.610392374,8.322843539,8.602356708,8.903530209,5.872836498,6.039253329,6.697465819,6.384212633,5.606910454,6.145587104
ENSG00000008294,SPAG9,1.861059229,1.861059229,7.245897576,9.788887043,2.12E-07,1.58E-05,7.494388961,8.180207294,6.311587858,7.994374213,7.591867333,8.684951722,8.286956061,8.258559905,8.264534529,5.814895614,6.50692672,6.265801664,6.509058442,6.335750023,6.437094686
ENSG00000153317,ASAP1,-0.104716562,0.104716562,7.244839489,-0.608396778,0.553304626,0.616857479,-6.959934135,7.193352971,7.296326007,7.563530026,6.940021865,7.166736978,7.269147704,7.046450972,7.174230278,7.292500705,7.094505668,7.260397091,7.008629452,7.21252983,7.909393296
ENSG00000171298,GAA,1.129466209,1.129466209,7.244272037,3.585447594,0.003275058,0.008450176,-2.372884228,7.805811706,6.682732368,8.663893408,8.259531786,7.534783053,7.809339426,7.372575797,7.194746764,6.121469597,7.315521603,7.19663097,7.185684918,6.311093665,5.965993455
ENSG00000149269,PAK1,-1.769149531,1.769149531,7.243255122,-9.256438857,4.04E-07,2.07E-05,6.838285753,6.359414591,8.127095654,6.510219082,6.117486426,5.968824494,6.415303486,6.478341112,6.666312945,8.44843467,7.905276463,7.6564124,7.867014846,8.316711676,8.568723869
ENSG00000175215,CTDSP2,-0.262242312,0.262242312,7.240006767,-1.506207482,0.155690196,0.209740358,-6.036112761,7.107594938,7.372418596,7.194949062,7.101088775,7.124990759,6.991642559,7.053717564,7.179180909,6.853380566,7.451930151,7.310627276,7.034694475,7.76504632,7.818832785
ENSG00000071553,ATP6AP1,1.247831175,1.247831175,7.239769722,7.14781183,7.10E-06,9.82E-05,3.898197133,7.864645816,6.614893629,8.146618577,7.533226548,7.936340442,7.946148845,7.883949369,7.741591112,6.306876433,6.763814495,6.93798159,6.999358517,6.458552833,6.222777908
ENSG00000163430,FSTL1,0.366136636,0.366136636,7.239359121,0.372547085,0.715430266,0.763625673,-7.081960985,7.414888805,7.063829438,10.5824409,10.43552987,7.136241728,5.431830688,6.020725739,4.882563902,6.472188133,7.773643448,5.855216709,6.191019523,7.449574479,8.641334337
ENSG00000164054,SHISA5,-0.599751796,0.599751796,7.239289782,-2.559203669,0.023626897,0.042707103,-4.315653541,6.938185415,7.540394148,7.146026297,7.848479986,6.598705445,6.626103971,6.782800018,6.626996774,7.286591645,7.405662179,7.111302973,7.679709103,7.898965728,7.860133261
ENSG00000159720,ATP6V0D1,-0.019042465,0.019042465,7.236849229,-0.121893218,0.904829521,0.924512234,-7.147568178,7.228418211,7.245280247,7.386305102,6.785827031,7.181293697,7.410423207,7.337281513,7.269378718,7.58313267,6.977032117,7.233287006,7.446674398,7.159389258,7.072166035
ENSG00000114391,RPL24,-0.721248177,0.721248177,7.236093574,-3.904424775,0.001779154,0.005235312,-1.757993871,6.877415575,7.594771573,6.443659988,6.816628095,7.110802528,6.785369091,7.115919384,6.992114364,7.709085331,7.473673307,7.387208885,7.204425537,7.593019103,8.201217275
ENSG00000147526,TACC1,1.357264565,1.357264565,7.234542599,7.964432661,2.20E-06,4.85E-05,5.101443157,7.915142307,6.553942892,8.106591178,7.49392061,7.97940522,8.02376502,8.056363562,7.830808249,6.09736833,6.577926321,6.745916739,6.920700032,6.312437269,6.669308659
ENSG00000023191,RNH1,-0.473392229,0.473392229,7.23449175,-3.267359727,0.006049397,0.013879807,-2.984744782,6.997946599,7.471036901,7.440765269,6.813855014,6.93137049,7.081071341,6.968744185,6.751873293,7.708643464,7.388258595,7.421705071,7.544057148,7.441614762,7.321942363
ENSG00000101596,SMCHD1,1.607367298,1.607367298,7.234416088,3.736127038,0.002452821,0.006739043,-2.080785329,8.042884007,6.425948169,7.034394559,7.073531486,8.435342266,8.435933074,8.526644789,8.75145787,5.558578669,7.028059578,6.918349073,7.404614996,6.430984573,5.215102125
ENSG00000167615,LENG8,1.311495582,1.311495582,7.233777644,3.360226055,0.005055606,0.011999797,-2.806021276,7.89179027,6.575765018,7.028408264,7.546650966,8.419313216,8.191788149,7.781958845,8.382622177,6.800454101,6.659053857,7.311463742,7.456609633,6.238737059,4.988271716
ENSG00000002834,LASP1,1.6722083,1.6722083,7.233140159,4.132860838,0.001154938,0.003744231,-1.319915534,8.069756388,6.396523929,8.338893508,7.814895544,8.009542955,7.92697919,8.281595525,8.046631608,6.042323216,6.937080803,7.599334995,7.11017783,6.073442233,4.616784495
ENSG00000130830,MPP1,1.932794679,1.932794679,7.232314388,4.630694377,0.000458835,0.001853381,-0.379412105,8.20322514,6.261403636,8.070424303,7.677496032,8.996161749,8.321314937,7.918038906,8.235914911,7.566159591,6.517637812,6.414131852,6.774519585,5.757544117,4.538428858
ENSG00000110719,TCIRG1,1.303199218,1.303199218,7.231159496,2.313094858,0.037550878,0.062964467,-4.756287343,7.883811601,6.578507392,7.914554789,7.342446778,8.201407143,7.832703419,7.953434961,8.058322515,6.548243781,7.254275017,7.965477656,7.649482679,6.252101955,3.801463263
ENSG00000125868,DSTN,-2.319932524,2.319932524,7.230688486,-6.316670104,2.55E-05,0.000225379,2.591918739,6.077803436,8.383573536,7.041205761,7.169933766,5.699799214,5.271366016,5.644892792,5.639623067,8.923312965,8.148912686,7.561161643,8.208608837,8.3990111,9.060433983
ENSG00000157540,DYRK1A,-0.34406947,0.34406947,7.229371195,-1.868306099,0.084194094,0.12444376,-5.5005567,7.059816779,7.39892561,6.724259243,6.502126351,7.40475259,7.068734336,7.381932407,7.277095746,7.52810068,7.228427593,7.353899008,7.205666299,7.333270171,7.74418991
ENSG00000127481,UBR4,2.261869252,2.261869252,7.228993088,7.303933828,5.64E-06,8.49E-05,4.139259773,8.364624071,6.093362105,7.944836668,7.852539154,9.154627646,8.802233885,8.087470384,8.346036686,5.793387147,6.506099486,6.557816976,6.568133022,6.179593065,4.955142935
ENSG00000083168,KAT6A,0.520029276,0.520029276,7.228932302,2.535183381,0.024728944,0.044371681,-4.361595358,7.492089931,6.965774673,6.984027535,6.868328499,8.114007067,7.682677975,7.617052576,7.686445936,7.076629338,6.960217999,6.843408978,7.112825585,7.071261287,6.730304852
ENSG00000205339,IPO7,0.061361502,0.061361502,7.227782671,0.315962302,0.756997872,0.799722737,-7.102621552,7.259383435,7.196181908,7.678848015,7.301461139,7.124049206,7.373137674,7.179643333,6.89916124,6.989102288,7.216845685,6.935270775,7.033996172,7.062105079,7.939771449
ENSG00000100811,YY1,-0.41612412,0.41612412,7.226102812,-2.720090847,0.017382027,0.033133799,-4.020854152,7.019620266,7.432585358,6.968925294,6.799909086,6.894299392,7.027332099,7.272161819,7.155093904,7.487980915,7.38015481,7.110341977,7.341110703,7.365665909,7.910257832
ENSG00000054118,THRAP3,-0.322209976,0.322209976,7.224944435,-2.454694621,0.028794958,0.050416946,-4.505971937,7.064974918,7.384913953,7.153903439,6.830414106,7.212633533,7.134970371,7.045329779,7.012598278,7.658735356,7.122842799,7.401027909,7.322359381,7.31528828,7.489229995
ENSG00000106948,AKNA,2.210966909,2.210966909,7.224054686,3.441790114,0.004319103,0.010546506,-2.643796468,8.338068138,6.110041235,7.166418085,7.479119143,8.990231885,8.604271946,9.056711359,8.731656409,5.566403475,7.086780375,7.36803923,7.372383815,5.937245695,3.329394819
ENSG00000112406,HECA,0.941884418,0.941884418,7.223417629,3.357919674,0.005078178,0.012044479,-2.811871835,7.697969522,6.748865736,7.06896693,6.87765343,7.568742743,7.714702551,8.750227547,8.207523932,6.711513182,6.937694455,6.667725141,7.040964043,6.733421962,6.401875634
ENSG00000102755,FLT1,2.292899893,2.292899893,7.223347545,2.69514758,0.018232164,0.034508746,-4.060589241,8.351775383,6.094919706,10.72204218,11.79110189,7.588673109,6.794211871,6.823264462,6.391358786,6.429923813,5.361295782,5.39097287,6.504024609,6.0646986,6.818602562
ENSG00000260034,LCMT1-AS2,-5.150150787,5.150150787,7.222641563,-8.318244162,1.36E-06,3.73E-05,5.635798068,4.689151704,9.756131423,5.284140044,5.993079576,4.504533764,4.310106799,2.082696631,5.960353408,9.803198788,9.825998853,8.946016276,9.108935021,9.572033192,11.28060641
ENSG00000077150,NFKB2,2.778666176,2.778666176,7.221698511,8.088668286,1.85E-06,4.42E-05,5.283444654,8.618906444,5.824490578,7.76828459,7.767670728,9.199006048,9.033226577,8.955599993,8.989650725,5.970425178,5.902607276,6.496615644,5.89900496,6.061505912,4.616784495
ENSG00000107798,LIPA,1.667863653,1.667863653,7.22014245,2.935632935,0.011484435,0.023462118,-3.61496706,8.054073582,6.386211319,9.644525287,6.967730522,6.885992104,8.912128306,8.454994498,7.459070776,5.827973959,7.124460775,6.237914211,7.991646909,6.317130054,4.818142005
ENSG00000167552,TUBA1A,0.040366899,0.040366899,7.219721605,0.186911215,0.8545876,0.883650265,-7.13728894,7.23815788,7.201285329,7.588156998,7.258257433,7.031175247,7.312878548,7.074201299,7.164277757,7.146806665,7.313158853,7.678301535,7.694367153,6.998001971,6.377075796
ENSG00000119707,RBM25,0.741430169,0.741430169,7.21848812,3.835499043,0.002028685,0.005790104,-1.892904505,7.590620503,6.846355738,7.31502949,7.270445003,7.711599501,7.685532442,7.800684551,7.76043203,6.828380753,6.867933849,7.247342907,7.286456628,6.586786551,6.261233742
ENSG00000106723,SPIN1,-2.609580637,2.609580637,7.218310491,-9.86864786,1.93E-07,1.51E-05,7.596378983,5.917993013,8.518627969,6.542981437,6.250587584,5.521079438,5.526143725,5.644892792,6.022273101,8.488624487,8.62450171,7.881788,8.077850461,8.629387765,9.409615391
ENSG00000136240,KDELR2,-1.289236959,1.289236959,7.218082551,-2.79197344,0.015143177,0.029516273,-3.882485599,6.575958995,7.860206108,7.655178698,7.497381349,6.328945176,6.063989225,5.967264953,5.942994568,7.172026987,7.82097688,6.955211219,7.375143371,8.190503524,9.647374667
ENSG00000058673,ZC3H11A,-0.088445407,0.088445407,7.215745879,-0.60551589,0.555159444,0.61858817,-6.96241252,7.173301322,7.258190437,6.834232085,6.941292962,7.253244762,7.136361926,7.453410454,7.421265741,7.353692384,7.14054151,7.323538316,7.374591882,7.024477978,7.33230055
ENSG00000090487,SPG21,-2.019573498,2.019573498,7.215697962,-8.616577832,9.15E-07,3.11E-05,6.006695072,6.207365813,8.22403011,6.842054239,6.153028055,5.689652746,6.221757414,6.195649447,6.142052979,8.164797029,8.06630244,7.566076535,8.111005776,8.497392219,8.938606662
ENSG00000143774,GUK1,-0.007156164,0.007156164,7.214383611,-0.030798647,0.975893386,0.981345548,-7.155500941,7.213872925,7.214894298,6.753585452,6.742736868,7.781638087,7.166641398,7.418763577,7.419872169,7.816741935,6.897254042,6.749624674,6.937226789,7.425562357,7.462955988
ENSG00000141027,NCOR1,0.284374201,0.284374201,7.213352427,1.918727343,0.077022619,0.115401311,-5.421938709,7.355310394,7.071394461,7.232629319,7.322099499,7.197943824,7.635237326,7.483110357,7.260842036,7.101076627,7.108198776,7.276336255,7.32578689,6.967197426,6.649770794
ENSG00000132155,RAF1,-0.285645557,0.285645557,7.213263312,-1.848175236,0.087222169,0.128228671,-5.532677913,7.071875423,7.354651201,6.849834211,6.681684935,7.235917485,7.17682038,7.023859866,7.463135662,7.421589951,7.185153678,7.249090305,7.402993383,7.265864411,7.603215479
ENSG00000144224,UBXN4,-0.23631168,0.23631168,7.212177313,-1.657738298,0.121058381,0.169447089,-5.821692202,7.096079177,7.328275449,6.959967208,6.79288524,7.329149451,7.126592733,7.158540389,7.209340039,7.408045963,7.212288203,7.057972466,7.405695059,7.255423923,7.630227078
ENSG00000136942,RPL35,-0.100612346,0.100612346,7.211140017,-0.757073986,0.46237648,0.531009566,-6.855854157,7.161406302,7.260873733,6.835212177,7.077005071,7.231115772,7.154331055,7.434265001,7.236508735,7.149413749,7.201597754,7.272904839,7.13773982,7.36080398,7.442782255
ENSG00000112977,DAP,-0.923596003,0.923596003,7.210753817,-2.985535052,0.010430138,0.02169434,-3.520742648,6.747519138,7.673988495,7.276583824,7.405510026,6.533542635,6.510668024,6.313030085,6.445780235,7.269916346,7.499672294,7.498269585,6.852632107,8.226940342,8.696500298
ENSG00000145703,IQGAP2,0.245322821,0.245322821,7.210239991,1.100248614,0.290988051,0.357814952,-6.537203699,7.333057538,7.087422445,7.543281342,6.580899304,7.708462183,7.566704614,7.360906712,7.238091072,6.771976177,7.462203057,6.982252601,7.146165287,7.560594484,6.601343065
ENSG00000197958,RPL12,-0.477521402,0.477521402,7.210014345,-2.806983217,0.014712699,0.028812206,-3.859097602,6.972892958,7.447135732,6.640396,6.773034578,7.04317902,6.928787204,7.368995352,7.082965594,7.491581225,7.435948037,7.239892764,7.127302008,7.451709998,7.936380362
ENSG00000100353,EIF3D,-0.137803962,0.137803962,7.208969419,-1.230354276,0.240153623,0.303716861,-6.389787632,7.14057142,7.277367418,7.117307062,7.017990912,7.17266837,7.227971003,7.123376565,7.18411461,7.296034559,7.196479086,7.334278544,7.19758221,7.206038503,7.433791605
ENSG00000197006,METTL9,-0.899890254,0.899890254,7.203842741,-3.873966023,0.00188531,0.005477478,-1.816141859,6.75657062,7.651114861,6.010732712,6.557881459,7.273341906,6.555045885,6.856884689,7.285537071,7.41943144,7.604641853,7.53883504,7.686834637,7.41121172,8.245734478
ENSG00000142864,SERBP1,-0.198346611,0.198346611,7.20130285,-1.387560861,0.188371702,0.246850424,-6.195290188,7.103375688,7.299230012,7.26499294,6.880306663,6.850000183,7.166641398,7.36045601,7.097856931,7.395472187,7.244884368,7.028770173,7.45713065,7.158642425,7.510480266
ENSG00000058262,SEC61A1,1.172622194,1.172622194,7.200933133,6.04179534,3.98E-05,0.00030489,2.123070826,7.787859155,6.614007112,8.174378606,7.816974356,8.119450313,7.750127647,7.57610331,7.290120697,6.104103614,6.833396139,6.967999735,6.808398861,6.453690153,6.516454167
ENSG00000143924,EML4,1.026567357,1.026567357,7.200875781,4.761044562,0.000362048,0.001549207,-0.142068325,7.7181441,6.683607462,7.62546026,6.914361872,8.179821963,7.896917724,8.157892133,7.534410647,6.476347257,6.453003665,6.763750792,6.968261631,6.944413032,6.495868395
ENSG00000169764,UGP2,-0.793098869,0.793098869,7.199178929,-4.050519027,0.00134885,0.004220243,-1.478418763,6.804386433,7.593971425,7.189594408,6.94636618,6.758313696,6.622136433,6.771317834,6.538590045,7.514008309,7.3706425,7.32809202,7.43137694,7.520755916,8.398952862
ENSG00000178951,ZBTB7A,-0.051189268,0.051189268,7.198510515,-0.232659532,0.819613396,0.854002769,-7.127366533,7.176078719,7.220942312,6.439799071,6.605160442,7.736763425,7.440587161,7.451718887,7.382443326,7.414020989,7.211273471,7.329331449,7.104202555,7.019550596,7.247274814
ENSG00000091317,CMTM6,0.989888732,0.989888732,7.198494854,2.892128181,0.012489123,0.025124533,-3.700287137,7.695122851,6.701866858,7.557010029,6.890871068,7.922056216,7.957214633,7.895505983,7.948079174,6.089244264,7.018229554,7.569576949,7.455045454,6.568909752,5.510195177
ENSG00000007168,PAFAH1B1,-0.53969754,0.53969754,7.196506456,-3.4119204,0.004575356,0.011068918,-2.707408455,6.928515074,7.464497839,6.629138081,6.654043311,7.294418906,6.892189257,6.975823463,7.125477423,7.672395187,7.25722783,7.208354763,7.444048451,7.48128002,7.723680784
ENSG00000123066,MED13L,0.660662055,0.660662055,7.196359243,4.500157905,0.000582904,0.002208242,-0.628896527,7.525613504,6.867104983,7.565303105,7.376673768,7.600229687,7.885377751,7.222929948,7.503166763,6.645637612,6.982989982,6.959486665,6.82786763,7.123480664,6.663167345
ENSG00000129757,CDKN1C,-0.694586697,0.694586697,7.195570845,-0.814906979,0.429660225,0.498449283,-6.807567447,6.84636134,7.54478035,9.106895555,10.31236992,6.188292153,5.073463892,5.353904969,5.04324155,7.190498832,7.687973194,7.272475338,7.14487226,7.452014814,8.520847662
ENSG00000196821,C6orf106,-0.716110894,0.716110894,7.193424551,-3.661574513,0.002829525,0.007512325,-2.225856102,6.836787931,7.550061171,6.706158773,6.804107038,6.923815683,6.761219262,7.037456935,6.787969897,7.52910203,7.583230714,7.113702666,7.07394922,7.690018838,8.310363558
ENSG00000130429,ARPC1B,0.19865977,0.19865977,7.191855278,0.77628975,0.451336738,0.51995009,-6.841625989,7.290422607,7.09328795,7.783597258,7.322099499,7.320544883,7.104722609,7.242139896,6.969431499,6.953742151,7.273361152,7.767870383,7.646287846,6.730912054,6.187554112
ENSG00000144711,IQSEC1,1.170254336,1.170254336,7.191803556,4.807921727,0.000332653,0.00145412,-0.055305428,7.774827588,6.608779524,7.107605517,7.807944459,7.699641223,8.249510208,7.338655072,8.445609046,6.214039467,6.676070458,7.058968974,6.866818788,6.636445481,6.200333974
ENSG00000125944,HNRNPR,-1.142933617,1.142933617,7.189827848,-7.638632858,3.48E-06,6.40E-05,4.633439356,6.619767836,7.75988786,6.629138081,6.79710365,6.537083862,6.615166878,6.562256451,6.577858094,7.95839571,7.5891017,7.355927545,7.667604381,7.805207776,8.183090048
ENSG00000055070,SZRD1,-1.232488051,1.232488051,7.189617979,-5.778247089,6.16E-05,0.000417658,1.678452007,6.573988023,7.805247935,6.570315027,6.479556655,6.708305138,6.479209518,6.552030108,6.654511693,7.878151022,7.595726729,7.488317382,7.141634612,8.109153118,8.618504746
ENSG00000105887,MTPN,-1.05622233,1.05622233,7.188451809,-6.095833671,3.65E-05,0.000286978,2.216107651,6.660291881,7.716611736,6.858536822,6.537855295,6.828775261,6.74944579,6.391890461,6.595247655,7.346893887,7.860024228,7.409646887,7.518324981,7.943220946,8.221559489
ENSG00000101782,RIOK3,-0.165323576,0.165323576,7.187404717,-0.605615247,0.555095418,0.618547462,-6.962752807,7.108883823,7.265925611,7.02411708,6.355377243,8.010052697,6.976183584,7.048690747,7.238881589,8.022372517,6.667957121,7.101664086,7.065089941,7.183086052,7.555383951
ENSG00000127314,RAP1B,-0.414445123,0.414445123,7.1872379,-1.890146997,0.08101649,0.120435416,-5.466601896,6.982494978,7.391980822,6.76185603,6.103929286,7.316017163,6.843606256,7.446207556,7.423353578,7.518048767,7.360609493,7.181612242,7.422867009,7.332277035,7.536470384
ENSG00000171988,JMJD1C,1.844880004,1.844880004,7.18670836,5.188004814,0.000169204,0.000874348,0.639830505,8.111065893,6.262350826,7.452309457,7.538275355,8.254858575,8.680414176,8.232936264,8.507601533,5.604903292,6.546086241,6.724095093,6.77284641,6.971030985,4.955142935
ENSG00000007237,GAS7,0.291743532,0.291743532,7.18556732,1.382458135,0.189896044,0.24856119,-6.202953721,7.331500172,7.039634469,7.336645915,6.826292117,7.489807621,7.70957006,6.83952585,7.78715947,6.721183934,6.959613856,7.326023937,7.494157827,6.857803011,6.879024247
ENSG00000100030,MAPK1,0.18268594,0.18268594,7.185323995,1.296095497,0.217263506,0.278689374,-6.311656559,7.277531234,7.093116756,7.260622238,7.077005071,7.323008572,7.274845059,7.337281513,7.392424948,7.017207626,7.125538418,7.327265143,7.416987177,6.78562963,6.886072542
ENSG00000089693,MLF2,-1.422496283,1.422496283,7.184758515,-6.924773541,9.92E-06,0.000122076,3.557401887,6.474671752,7.894845279,6.459001152,6.720699346,6.323213689,6.327876468,6.252135795,6.765104063,8.200432724,7.534165579,7.574114828,7.417522698,8.108186424,8.534649419
ENSG00000160584,SIK3,-0.331973825,0.331973825,7.183457486,-1.493148244,0.159035895,0.213557063,-6.054929659,7.020033297,7.346881676,6.475438697,6.454849347,7.583202521,7.090434846,7.496298919,7.01997545,7.432869456,7.310318435,7.138425677,6.977733905,7.506152136,7.715790448
