"gene","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000263765",0,0,0,0,0,0
"ENSG00000263772",0,0,0,0,0,0
"ENSG00000263781",8.163,0,0,0,0,0
"ENSG00000263786",0,4,11,1,1,9
"ENSG00000263788",0,0,0,0,0,0
"ENSG00000263797",0,0,0,0,0,0
"ENSG00000263798",0,0,0,0,0,0
"ENSG00000263809",0,0,0,0,0,0
"ENSG00000263821",0,0,0,0,0,0
"ENSG00000263823",19,8,13,5,22,8
"ENSG00000263826",1,0,2,2,1,0
"ENSG00000263847",0,11.5,1.82,6.107,2.24,4.122
"ENSG00000263859",0,0,0,0,0,0
"ENSG00000263860",0,0,0,0,0,0
"ENSG00000263863",0,0,0,0,0,0
"ENSG00000263870",0,0,1,0,0,0
"ENSG00000263893",3,0,1,0,0,0
"ENSG00000263895",0,0,0,0,0,0
"ENSG00000263904",0,8.897,2.417,23.03,3.318,0
"ENSG00000263916",0,1.931,4,0,2,1
"ENSG00000263917",0,0,0,61.746,0,24.848
"ENSG00000263923",0,0,0,0,0,0
"ENSG00000263924",0,0,1.267,0,3.424,0
"ENSG00000263938",0,1,0,0,1.001,1
"ENSG00000263946",0,0,0,0,0,0
"ENSG00000263952",0,0,0,0,1,0
"ENSG00000263963",0,0,0,0,0,0
"ENSG00000263970",0,0,0,0,0,0
"ENSG00000263982",0,0,0,0,0,0
"ENSG00000263986",0,0,0,0,0,0
"ENSG00000263990",0,2.142,0,1.366,3.253,0
"ENSG00000264000",0,0,0,0,0,0
"ENSG00000264007",4,1,1,1,1,25
"ENSG00000264012",0,0,0,0,0,0
"ENSG00000264015",0,0,1.105,0,0,0
"ENSG00000264016",0,0,0,0,0,0
"ENSG00000264019",1.284,20.18,4.288,6.177,5.172,0
"ENSG00000264023",0,0,0,0,0,0
"ENSG00000264029",0,0,0,0,0,0
"ENSG00000264040",0,0,0,0,0,0
"ENSG00000264044",0,0,0,0,0,0
"ENSG00000264050",0,0,0,0,0,0
"ENSG00000264057",0,0,0,0,0,0
"ENSG00000264058",6.167,0,0,0,0,0
"ENSG00000264066",0,1,0,2,1,0
"ENSG00000264067",0,3.387,2.293,3.17,3.514,0
"ENSG00000264072",0,0,0,0,0,0
"ENSG00000264078",1.007,1.106,1.006,3.052,2.641,0
"ENSG00000264080",0,0,2,0,3,0
"ENSG00000264083",0,4.845,2.019,0,0,0
"ENSG00000264093",0,0,0,0,4,0
"ENSG00000264104",0,0,0,0,0,0
"ENSG00000264108",0,0,0,0,0,0
"ENSG00000264112",2.235,89.776,101.967,75.732,56.777,40.34
"ENSG00000264116",0,4.235,2.279,8.027,1.029,0
"ENSG00000264125",0,4.52,0.779,7.455,1.136,0
"ENSG00000264131",0,0,0,0,0,0
"ENSG00000264138",0,0,0,0,0,0
"ENSG00000264145",0,0,0,0,0,0
"ENSG00000264148",0,0,0,0,0,0
"ENSG00000264149",0,0,0,0,0,0
"ENSG00000264150",0,0,0,0,0,0
"ENSG00000264151",0,3.569,2.037,0,0,5.136
"ENSG00000264164",0,0,1.865,0,0,0
"ENSG00000264167",0,1,0,3,0,0
"ENSG00000264174",0,0,0,0,0,0
"ENSG00000264177",0,0,0,0,0,0
"ENSG00000264179",0,0,0,0,0,1.045
"ENSG00000264187",0,0,0,0,0,0
"ENSG00000264188",0,15.002,2.738,9.352,5.679,16.14
"ENSG00000264193",0,0,2,0,0,0
"ENSG00000264196",0,0,0,0,0,0
"ENSG00000264207",8,5,29,9,14,4
"ENSG00000264212",0,0,0,0,0,0
"ENSG00000264215",1.029,1.047,0,2.146,0,0
"ENSG00000264236",0,0,0,0,0,0
"ENSG00000264243",0,0,0,0,0,0
"ENSG00000264245",0,0,0,0,0,0
"ENSG00000264246",0,0,0,0,0,0
"ENSG00000264254",0,0,0,0,1,0
"ENSG00000264262",0,0,0,0,0,0
"ENSG00000264270",0,0,0,0,0,0
"ENSG00000264272",0,1.249,2.682,4.015,0.94,0
"ENSG00000264273",0,0,0,0,0,0
"ENSG00000264281",0,0,0,0,0,0
"ENSG00000264289",0,0,0,0,0,0
"ENSG00000264290",0,9,1,6,3,2
"ENSG00000264296",0,0,0,0,0,0
"ENSG00000264300",0,2.003,0,0,0,0
"ENSG00000264304",2.817,1,0,0,0,0
"ENSG00000264324",2.299,3.498,5.566,7.446,0,0
"ENSG00000264334",0,0,0,0,0,0
"ENSG00000264339",0,0,0,0,0,0
"ENSG00000264340",0,0,0,0,0,0
"ENSG00000264341",0,0,0,0,0,0
"ENSG00000264365",0,1,2.009,1,2,3
"ENSG00000264373",0,0,0,0,0,0
"ENSG00000264388",0,0,0,0,0,0
"ENSG00000264421",0,0,0,0,0,0
"ENSG00000264422",0,0,0,0,0,0
"ENSG00000264431",0,0,0,0,0,0
"ENSG00000264434",0,0,0,0,0,0
"ENSG00000264435",0,0,0,0,0,0
"ENSG00000264449",0,0,0,0,0,0
"ENSG00000264451",0,8.66,2.022,0,1.056,6.729
"ENSG00000264452",0,0,0,0,0,0
"ENSG00000264456",11.763,38.313,78.659,51.801,36.088,24.162
"ENSG00000264458",0,0,0,0,0,0
"ENSG00000264472",0,0,0,0,0,0
"ENSG00000264475",0,0,0,0,0,0
"ENSG00000264486",2,0,5,0,8,2
"ENSG00000264488",0,0,0,0,0,0
"ENSG00000264490",0,0,0,0,0,0
"ENSG00000264491",0,0,0,0,0,0
"ENSG00000264497",0,0,0,0,0,0
"ENSG00000264503",0,0,0,0,0,0
"ENSG00000264513",0,0,0,0,0,0
"ENSG00000264514",0,0,0,0,0,0
"ENSG00000264520",0,0,0,0,0,0
"ENSG00000264545",0,0,0,0,0,0
"ENSG00000264546",0,7.665,3.998,4.139,1.298,0
"ENSG00000264548",2.382,9.645,8.647,3.005,5.316,10.569
"ENSG00000264558",1,0,3,0,0,1
"ENSG00000264574",0,0,0,0,0,0
"ENSG00000264577",15.001,15.558,4,6.027,10.001,4
"ENSG00000264578",1,0,0,0,0,1
"ENSG00000264587",0,0,0,0,0,0
"ENSG00000264595",0,0,0,0,0,0
"ENSG00000264596",0,0,0,0,0,0
"ENSG00000264598",0,0,0,0,0,0
"ENSG00000264617",1,0,0,0,0,0
"ENSG00000264622",0,0,0,0,0,0
"ENSG00000264634",0,0,0,0,0,0
"ENSG00000264635",2.249,30.945,5.142,24.962,6.848,33.153
"ENSG00000264643",0,0,0,0,0,0
"ENSG00000264647",0,0,0,0,0,0
"ENSG00000264659",1,15,9,4,8,5
"ENSG00000264660",0,1.008,0,0,1,0
"ENSG00000264662",0,0,0,0,0,1
"ENSG00000264666",0,6.812,2.158,1.652,4.436,0
"ENSG00000264668",0,0,0,0,2.231,0
"ENSG00000264673",0,1,3.455,0,1.122,0
"ENSG00000264689",0,0,0,0,0,0
"ENSG00000264693",0,0,0,0,0,0
"ENSG00000264695",0,1,0,0,0,0
"ENSG00000264701",0,2.914,0.931,4.657,1,1.968
"ENSG00000264705",0,0,0,0,0,0
"ENSG00000264727",2.263,3.327,3.935,2.415,0,0
"ENSG00000264729",0,0,0,0,0,0
"ENSG00000264734",0,0,0,0,0,0
"ENSG00000264735",0,0,0,0,0,0
"ENSG00000264739",0,6.339,2.051,13.157,5.17,1.012
"ENSG00000264750",0,0,0,0,0,0
"ENSG00000264754",0,3,0,0,0,0
"ENSG00000264765",0,0,0,0,0,0
"ENSG00000264769",1,2,3,0,1,0
"ENSG00000264772",59.642,591.593,806.225,1220.724,613.007,458.12
"ENSG00000264785",0,0,0,0,0,0
"ENSG00000264790",0,0,0,1,0,0
"ENSG00000264791",0,0,0,0,0,0
"ENSG00000264808",2.009,3.709,1.058,10.427,2.536,1.123
"ENSG00000264812",0,3.011,1.003,5.035,2.052,1.07
"ENSG00000264813",0,0,0,0,0,0
"ENSG00000264825",0,0,0,1.036,0,5.068
"ENSG00000264829",0,0,0,0,0,0
"ENSG00000264834",0,0,0,0,3,0
"ENSG00000264843",0,0,0,0,0,0
"ENSG00000264845",0,0,0,0,0,0
"ENSG00000264853",0,9.923,7.939,10.475,4.088,11.267
"ENSG00000264860",0,0,0,0,0,0
"ENSG00000264869",0,0,1,0,0,0
"ENSG00000264874",0,0,0,0,0,0
"ENSG00000264876",0,0,0,0,0,0
"ENSG00000264880",0,0,0,0,0,0
"ENSG00000264881",0,0.746,0.927,1,0,0
"ENSG00000264895",0,19.172,10.024,5.002,5.455,1
"ENSG00000264911",0,1,0,3,0,0
"ENSG00000264914",0,0,0,0,0,0
"ENSG00000264924",0,0,0,0,0,0
"ENSG00000264930",0,0,0,0,0,0
"ENSG00000264932",0,0,0,0,0,0
"ENSG00000264937",0,0,0,0,2,0
"ENSG00000264956",3.015,4.976,9.84,17.866,1.731,1.446
"ENSG00000264968",1,5,4,0,4.525,0
"ENSG00000264982",0,0,0,0,0,0
"ENSG00000264985",0,0,2,1.004,0,0
"ENSG00000264990",0,0,0,0,0,0
"ENSG00000265008",0,1,0,0,1,1
"ENSG00000265010",0,0,1,0,0,0
"ENSG00000265015",0,0,0,0,0,0
"ENSG00000265028",0,0,0,0,0,0
"ENSG00000265031",0,0,0,0,0,0
"ENSG00000265041",0,0,0,0,0,0
"ENSG00000265043",1.429,7.836,0,8.662,1.145,1.584
"ENSG00000265046",0,0,0,0,0,0
"ENSG00000265055",8.598,4.115,3.87,6.966,0,0
"ENSG00000265061",0,0,0,0,0,0
"ENSG00000265069",0,0,0,0,0,0
"ENSG00000265073",0,9.186,3.193,8.88,0,9.75
"ENSG00000265091",0,0,0,0,1.012,0
"ENSG00000265094",0,10.673,0,3.21,0,7.119
"ENSG00000265099",0,0,0,0,0,0
"ENSG00000265100",0,10.721,17.097,8.089,6.147,1.546
"ENSG00000265101",0,0,0,0,0,0
"ENSG00000265113",0,0,0,0,0,0
"ENSG00000265115",0,0,1.057,2.032,0,0
"ENSG00000265118",22.864,119.966,199.813,65.242,201.714,19.786
"ENSG00000265121",0,0,1.083,0,0,1.016
"ENSG00000265125",0,0,0,0,0,0
"ENSG00000265126",0,0,0,0,0,0
"ENSG00000265128",0,0,1,0,0,0
"ENSG00000265136",0,0,0,0,0,0
"ENSG00000265139",0,1.591,0,2.146,2.13,1.936
"ENSG00000265168",0,0,0,0,0,0
"ENSG00000265174",0,0,0,0,0,0
"ENSG00000265179",0,0,0,0,0,0
"ENSG00000265188",0,0,0,0,0,0
"ENSG00000265194",0,3.185,1.735,8.518,1.328,0
"ENSG00000265204",0,0,0,0,0,0
"ENSG00000265205",0,0,0,1,0,0
"ENSG00000265217",1,2.088,1.686,1.008,6.946,0
"ENSG00000265218",0,0,0,0,0,0
"ENSG00000265222",0,2,0,0,0,0
"ENSG00000265233",0,0,0,0,0,0
"ENSG00000265240",0,0,0,0,0,0
"ENSG00000265246",25.019,1,15,5,25,6
"ENSG00000265254",1,1,0,0,2,0
"ENSG00000265257",0,0,0,0,0,0
"ENSG00000265261",0,0,0,0,0,0
"ENSG00000265265",0,0,0,0,0,0
"ENSG00000265282",0,0,0,0,0,0
"ENSG00000265287",0,1.996,2.984,3,1,1
"ENSG00000265289",0,0,0,0,0,0
"ENSG00000265298",0,0,0,0,0,0
"ENSG00000265303",0,0,0,0,14.459,6.389
"ENSG00000265316",0,0,0,0,0,0
"ENSG00000265334",0,1.079,0,0,0.997,1.001
"ENSG00000265337",0,0,0,0,0,0
"ENSG00000265342",0,0,0,0,0,0
"ENSG00000265349",3,0,1,0,0,0
"ENSG00000265356",0,0,0,0,0,0
"ENSG00000265359",0,0,0,0,2,0
"ENSG00000265378",0,0,0,0,0,0
"ENSG00000265380",0,0,0,0,0,0
"ENSG00000265393",0,2,2,1,0,3
"ENSG00000265394",0,0,0,0,0,0
"ENSG00000265399",11,0,2,2,3,2
"ENSG00000265400",0,0,0,0,0,0
"ENSG00000265401",73.015,35.094,41,24,38,15
"ENSG00000265408",0,1.006,0,0.988,0,0
"ENSG00000265413",0,3,0,2,1,4
"ENSG00000265417",14.971,0,7.543,1.075,29.002,0
"ENSG00000265421",0,0,0,0,0,0
"ENSG00000265425",0,0,0,0,0,0
"ENSG00000265428",0,0,0,0,0,0
"ENSG00000265437",0,0,0,0,0,0
"ENSG00000265443",4,3,4,2,4.435,0
"ENSG00000265445",0,0,0,0,0,0
"ENSG00000265453",0,0,0,0,0,0
"ENSG00000265460",0,3.771,0,2,1,4
"ENSG00000265474",0,0,1,0,0,0
"ENSG00000265477",0,0,1,0,0,1
"ENSG00000265478",15,1,4,6,5,2
"ENSG00000265484",0,1,0,0,1,0
"ENSG00000265487",0,0,0,0,0,0
"ENSG00000265490",0,0,0,0,0,0
"ENSG00000265494",8.248,35.502,22.017,29.085,24.403,4.608
"ENSG00000265496",0,1,0,0,0,0
"ENSG00000265511",0,0,0,0,0,0
"ENSG00000265519",0,0,0,0,0,0
"ENSG00000265542",0,0,0,0,1,0
"ENSG00000265547",0,0,0,0,0,0
"ENSG00000265552",0,0,0,0,0,0
"ENSG00000265554",0,0,0,0,0,0
"ENSG00000265579",0,0,0,0,0,0
"ENSG00000265614",0,0,0,0,0,0
"ENSG00000265618",1,5.249,2.09,4.046,0,6.378
"ENSG00000265625",0,33,28,36,18,2
"ENSG00000265626",0,0,0,1.001,0,0
"ENSG00000265630",0,0,0,0,2,0
"ENSG00000265639",0,0,0,0,0,0
"ENSG00000265643",1.065,0,1.001,0.92,0,0
"ENSG00000265644",0,0,0,0,0,0
"ENSG00000265656",0,0,0,0,0,0
"ENSG00000265664",0,0,0,1,0,0
"ENSG00000265670",0,0,0,0,0,0
"ENSG00000265671",0,0,0,0,0,0
"ENSG00000265678",0,0,0,0,0,0
"ENSG00000265689",0,0,0,0,0,0
"ENSG00000265690",5.37,26.097,18.285,27.185,14.375,22.698
"ENSG00000265693",0,0,0,0,0,0
"ENSG00000265697",0,0,0,0,0,0
"ENSG00000265702",0,2.983,0,0,1.121,1.048
"ENSG00000265712",0,0,0,0,0,0
"ENSG00000265713",0,2,10,2,2,1
"ENSG00000265717",0,0,0,0,0,0
"ENSG00000265728",0,1,0,4.996,1,5
"ENSG00000265737",0,26.21,24.821,14.891,14.699,3.843
"ENSG00000265739",8.626,3.288,10.187,6.377,1.011,0
"ENSG00000265749",2.691,0,1.824,0,1.754,0
"ENSG00000265750",0,3,2,2,1,0
"ENSG00000265751",0,0,0,0,0,0
"ENSG00000265775",0,0,0,0,0,0
"ENSG00000265781",0,0,0,0,0,0
"ENSG00000265784",0,0,0,0,0,0
"ENSG00000265791",0,2.926,0,1,2,3
"ENSG00000265794",0,0,0,38.673,0,0
"ENSG00000265798",0,0,3.231,1.356,0,0
"ENSG00000265799",0,2.005,0,2.656,0,0
"ENSG00000265800",0,2.076,1.844,0,3.461,10.957
"ENSG00000265801",0,3,1,1.002,0,0
"ENSG00000265815",0,0,0,2,0,0
"ENSG00000265833",0,0,0,0,0,0
"ENSG00000265840",0,1,0,2,0,0
"ENSG00000265844",0,0,0,0,0,0
"ENSG00000265845",0,1.003,1,0,0,3.985
"ENSG00000265853",0,0,0,0,0,0
"ENSG00000265883",0,0,0,0,0,0
"ENSG00000265897",0,0,0,0,0,0
"ENSG00000265907",1.011,18.206,7.885,10.378,11.715,3.484
"ENSG00000265908",0,0,0,0,1,0
"ENSG00000265912",0,3.184,1.059,0,2.039,4.247
"ENSG00000265916",0,0,0,0,0,0
"ENSG00000265927",0,0,0,0,0,0
"ENSG00000265935",0,0,0,0,0,0
"ENSG00000265936",2.875,4.705,0,0,5.444,0
"ENSG00000265943",0,0,2,0,5,4
"ENSG00000265946",0,0,0,0,0,0
"ENSG00000265948",0,0,1,0,0,0
"ENSG00000265964",0,0,0,0,0,0
"ENSG00000265967",1,2,4,4,3,4
"ENSG00000265971",0,0,0,0,0,0
"ENSG00000265973",0,0,0,0,0,0
"ENSG00000265975",2,69,17,71,15,12
"ENSG00000265980",0,0,0,0,0,0
"ENSG00000265982",2,8,4,3,7,4.853
"ENSG00000265987",0,0,0,0,0,0
"ENSG00000265994",0,0,0,0,0,0
"ENSG00000265995",0,0,0,0,0,0
"ENSG00000266002",0,0,0,0,0,0
"ENSG00000266003",0,1,0,0,0,0
"ENSG00000266009",0,0,0,4.404,0,0
"ENSG00000266014",0,0,0,0,0,0
"ENSG00000266042",0,0,0,0,0,0
"ENSG00000266048",0,0,0,0,0,0
"ENSG00000266049",0,1.013,0,0,3.324,0
"ENSG00000266050",0,0,0,0,0,0
"ENSG00000266065",0,0,0,0,0,0
"ENSG00000266076",3.161,0,0,0,0,0
"ENSG00000266086",3.312,98.15,21.441,103.12,20.125,115.283
"ENSG00000266088",213,21,106,17,136,12.001
"ENSG00000266100",0,0,0,0,0,0
"ENSG00000266101",0,1,0,0,0,0
"ENSG00000266102",0,0,0,0,0,0
"ENSG00000266105",0,0,0,0,0,0
"ENSG00000266106",0,0,0,0,0,0
"ENSG00000266111",1.36,2.047,1,2.05,2.114,4.164
"ENSG00000266114",0,0,0,0,0,0
"ENSG00000266120",0,0,1,2,0,0
"ENSG00000266126",0,0,1,0,0,0
"ENSG00000266149",0,0,0,0,0,0
"ENSG00000266153",0,0,0,0,0,0
"ENSG00000266155",0,0,0,0,0,0
"ENSG00000266171",0,11.351,6.822,2.47,3.397,5.575
"ENSG00000266179",0,0,0,2,0,1
"ENSG00000266184",1.019,0,0,0,0,0
"ENSG00000266188",0,0,0,0,0,0
"ENSG00000266190",0,0,3,0,1,0
"ENSG00000266196",0,0,0,0,0,0
"ENSG00000266202",0,0,0,0,0,0
"ENSG00000266213",0,0,0,0,0,0
"ENSG00000266222",0,0,0,0,0,0
"ENSG00000266237",0,5.582,2.663,0,0,0
"ENSG00000266248",0,0,0,0,0,0
"ENSG00000266261",0,0,0,0,0,0
"ENSG00000266268",1.014,0,0,0,0,0.856
"ENSG00000266270",0,0,0,0,0,2.111
"ENSG00000266273",0,0,0,0,0,0
"ENSG00000266279",0,0,0,0,0,0
"ENSG00000266283",0,0,0,0,0,0
"ENSG00000266302",0,0,5.718,12.817,3.627,9.871
"ENSG00000266306",0,0,0,0,0,0
"ENSG00000266311",0,3,0,0,0.5,1.5
"ENSG00000266313",7,0,2,2,4.997,0
"ENSG00000266335",0,0,0,0,0,0
"ENSG00000266340",211.984,247.276,249.747,311.149,283.98,115.845
"ENSG00000266341",0,0,0,0,0,0
"ENSG00000266356",0,0,0,0,0,0
"ENSG00000266364",0,0,0,0,0,0
"ENSG00000266365",0,0,0,0,0,0
"ENSG00000266368",0,1,2,0,0,0
"ENSG00000266369",0,0,0,0,0,0
"ENSG00000266371",0.983,1.283,0,0,1.144,5.057
"ENSG00000266373",0,0,0,0,0,0
"ENSG00000266378",1.001,33.252,7.041,45.844,10.002,27.79
"ENSG00000266379",0,0,0,0,0,0
"ENSG00000266385",1.001,0,1.192,2.618,1.005,0
"ENSG00000266397",0,0,0,0,0,0
"ENSG00000266401",0,1,1,0,1,0
"ENSG00000266416",0,0,0,0,0,0
"ENSG00000266446",0,0,0,0,1,0
"ENSG00000266448",0,0,0,0,0,0
"ENSG00000266450",2,0,0,0,1,0
"ENSG00000266456",1.002,8.689,2.556,9.492,2.274,5.139
"ENSG00000266460",0,0,0,0,0,0
"ENSG00000266466",0,0,0,0,0,0
"ENSG00000266469",4,1,7,6,8,3
"ENSG00000266470",0,0,0,0,0,0
"ENSG00000266479",0,0,0,0,0,0
"ENSG00000266489",0.997,4.458,0,2.796,1.015,2.519
"ENSG00000266490",1,1,3,5,1,0
"ENSG00000266495",0,1,0,0,0,0
"ENSG00000266498",0,3,0,0,0,2
"ENSG00000266505",0,0,0,2,0,0
"ENSG00000266513",0,0,0,0,0,0
"ENSG00000266521",0,0,0,0,0,0
"ENSG00000266522",6.583,2.144,2.261,0,1.666,0
"ENSG00000266527",0,3.275,3.115,4.566,11.027,5.057
"ENSG00000266535",0,0,0,0,0,0
"ENSG00000266538",3.016,25.582,3.445,3.677,9.071,16.21
"ENSG00000266541",0,2.002,3.13,0,3.004,0
"ENSG00000266560",68.541,1.12,27.247,2.023,60.958,4.041
"ENSG00000266561",0,0,0,0,0,0
"ENSG00000266573",0,0,0,0,0,0
"ENSG00000266578",0,0,0,3.001,0,0
"ENSG00000266579",0,0,0,0,0,0
"ENSG00000266586",0,0,0,0,0,0
"ENSG00000266588",0,0,0,0,0,0
"ENSG00000266598",0,0,0,0,0,0
"ENSG00000266599",0,0,0,0,0,0
"ENSG00000266601",0,0,0,0,0,0
"ENSG00000266602",19.117,22.864,32.467,27.782,27.516,23.982
"ENSG00000266614",0,0,0,0,0,0
"ENSG00000266642",0,1,1,2,11,0
"ENSG00000266644",0,0,2.035,4.792,1.002,3.246
"ENSG00000266647",0,0,0,0,0,0
"ENSG00000266651",0,0,2.813,0,0,0
"ENSG00000266654",0,0,0,2,1,0
"ENSG00000266664",0,0,1,1,3,0
"ENSG00000266667",0,0,0,0,0,0
"ENSG00000266673",0,0,0,0,0,0
"ENSG00000266677",10.335,32.518,20.401,67.448,3.397,19.448
"ENSG00000266680",99,6,61,1,137,11
"ENSG00000266691",0,0,0,0,0,0
"ENSG00000266692",0,0,0,0,0,0
"ENSG00000266696",0,0,0,0,0,0
"ENSG00000266708",1,0,0,0,2.001,0
"ENSG00000266709",18,126,22,228,59,38
"ENSG00000266711",0,0,0,0,0,0
"ENSG00000266717",0,0,0,1.777,0,0
"ENSG00000266718",1.45,47.557,29.132,66.789,15.224,15.477
"ENSG00000266728",0,99.906,243.588,275.989,114.948,63.912
"ENSG00000266743",0,0,0,0,0,0
"ENSG00000266744",0,0,0,0,0,0
"ENSG00000266765",0,0,0,0,0,0
"ENSG00000266767",0,0,0,0,0,1
"ENSG00000266771",0,0,0,0,0,0
"ENSG00000266774",0,0,0,0,0,0
"ENSG00000266775",0,0,0,0,0,0
"ENSG00000266783",4,5,9,1,0,0
"ENSG00000266801",0,1,1,1,2,0
"ENSG00000266802",0,0,0,0,0,0
"ENSG00000266803",0,0,1,0,0,0
"ENSG00000266805",0,0,1.024,1.484,3.125,4.834
"ENSG00000266806",0,0,0,0,0,0
"ENSG00000266818",0,0,0,0,0,0
"ENSG00000266821",0,7.472,4.374,6.751,2.432,6.358
"ENSG00000266824",0,0,0,1,0,0
"ENSG00000266830",397,10,218,1,437.996,15
"ENSG00000266839",0,0,0,0,0,0
"ENSG00000266840",0,0,0,0,0,0
"ENSG00000266844",0,0,1,0,4,0
"ENSG00000266846",0,0,0,0,0,0
"ENSG00000266850",1,0,1,0,2,0
"ENSG00000266865",0,0,0,0,0,0
"ENSG00000266869",6,0,4,0,4.001,0
"ENSG00000266872",0,0,0,1,0,0
"ENSG00000266876",0,0,0,0,0,0
"ENSG00000266877",0,0,0,0,0,0
"ENSG00000266885",0,0,0,0,0,0
"ENSG00000266891",0,2,0,0,0,0
"ENSG00000266893",0,2,0,0,0,0
"ENSG00000266896",3.419,35.161,21.501,32.129,17.256,16.397
"ENSG00000266897",0,5.016,1.055,2.6,1.728,0
"ENSG00000266900",0,0,6,0,2,0
"ENSG00000266901",0,0,0,0,0,0
"ENSG00000266905",1,0,0,0,2,0
"ENSG00000266906",0,0,0,0,0,0
"ENSG00000266907",0,2.04,3.168,0,0,0
"ENSG00000266908",0,3.214,1.029,16.495,1.068,0
"ENSG00000266910",1.024,6.044,5.121,8.434,2.463,0
"ENSG00000266918",1,14.019,18.001,14.919,19.112,3.989
"ENSG00000266922",0,0,0,0,0,1
"ENSG00000266923",2.815,7.78,62.513,15.979,64.043,0
"ENSG00000266924",0,0,0,0,0,0
"ENSG00000266925",0,0,0,0,0,0
"ENSG00000266928",0,0,0,0,0,0
"ENSG00000266929",7.384,2.703,0,0,0,0
"ENSG00000266931",15.435,4.983,6.972,11.757,19.154,0
"ENSG00000266932",0,0,0,0,0,0
"ENSG00000266934",0,0,0,0,0,1
"ENSG00000266936",1,0,1,0,2,0
"ENSG00000266938",0,0,0,0,0,0
"ENSG00000266941",0,0,0,0,0,0
"ENSG00000266944",1,1,0,0,0,0
"ENSG00000266947",1,29.734,5.611,38.309,13.393,9.166
"ENSG00000266950",0,0,0,0,0,0
"ENSG00000266951",0,0,5.213,2.093,2.654,0
"ENSG00000266953",2.258,0,0,0,0,1.021
"ENSG00000266954",0,0,0,0,0,2
"ENSG00000266955",0,0,1,0,0,0
"ENSG00000266957",0,1,0,0,0,0
"ENSG00000266959",0,0,0,0,1.003,0
"ENSG00000266961",0,0,0,0,0,0
"ENSG00000266963",0,0,0,0,0,0
"ENSG00000266965",0,3,0,0,0,0
"ENSG00000266968",0,0,0,0,1,0
"ENSG00000266973",0,0,0,0,0,0
"ENSG00000266976",9.009,4.112,9.563,1.472,3.542,10.92
"ENSG00000266977",0,0,0,0,0,0
"ENSG00000266980",1,3,2,2,3,3
"ENSG00000266981",0,1.206,0,1,0,1
"ENSG00000266985",0,0,0,5.393,0,0
"ENSG00000266987",0,0,0,0,0,0
"ENSG00000266988",0,0,0,0,0,0
"ENSG00000266990",0.939,25.661,17.45,11.445,6.642,16.796
"ENSG00000266993",2,5,1.409,1.283,1,4
"ENSG00000266994",0,0,0,0,0,0
"ENSG00000266995",0,0,0,0,0,0
"ENSG00000266997",0,0,0,0,0,0
"ENSG00000266998",0,8,2,3,0,0
"ENSG00000267000",0,3,0,0,0,0
"ENSG00000267001",17.537,6.934,22.428,17.934,17.518,2.517
"ENSG00000267002",156.426,193.091,183.352,178.475,167.072,118.811
"ENSG00000267004",0,0,0,0,0,0
"ENSG00000267005",0,0,0,0,1,0
"ENSG00000267006",0,0,0,0,0,0
"ENSG00000267007",0,0,0,0,1,0
"ENSG00000267009",0,6.207,4.648,13.124,5.543,6.049
"ENSG00000267011",3.001,0,0,0,1.014,0
"ENSG00000267015",0,0,0,0,0,0
"ENSG00000267016",0,0,0,0,0,0
"ENSG00000267022",26.62,16.991,10.878,40.914,16.118,0
"ENSG00000267024",0,0,0,0,0,0
"ENSG00000267026",0,0,0,1,0,0
"ENSG00000267027",0,0,0,0,0,0
"ENSG00000267030",0,0,2,0,0,0
"ENSG00000267032",0,0,0,0,0,0
"ENSG00000267033",3.085,6.211,2.778,8.794,4.688,2.207
"ENSG00000267035",0,0,0,0,0,0
"ENSG00000267036",0,0,0,0,0,0
"ENSG00000267038",0,0,0,0,0,0
"ENSG00000267039",0,0,0,0,0,0
"ENSG00000267042",0,0,1,0,0,1
"ENSG00000267044",0,4.083,1.127,0,0,1.993
"ENSG00000267047",0,0,0,0,0,0
"ENSG00000267048",12.553,2.452,3.008,5.004,0,2.482
"ENSG00000267049",0,0,0,1.408,0,0
"ENSG00000267051",0,0,0,0,0,0
"ENSG00000267052",0,0,0,1,0,0
"ENSG00000267053",3,1.001,5.042,4.374,4.043,0
"ENSG00000267054",0,3.366,2.884,3.544,3.953,2.674
"ENSG00000267055",0,0,0,0,0,0
"ENSG00000267056",0,0,0,0,0,4.493
"ENSG00000267058",6.541,4.403,11.72,10,7.472,3
"ENSG00000267059",0,0,0,22.598,0,0
"ENSG00000267061",0,0,0,0,0,0
"ENSG00000267062",2,1,1,2,4,0
"ENSG00000267063",0,0,0,0,0,0
"ENSG00000267066",0,0,0,0,0,0
"ENSG00000267069",0,0,0,0,0,5
"ENSG00000267070",0,0,0,4.681,3.869,0
"ENSG00000267072",0,0,0,0,0,5
"ENSG00000267073",0,0,0,0,0,0
"ENSG00000267074",4,40.009,1,33,2,24.969
"ENSG00000267075",0,0,0,0,0,0
"ENSG00000267077",5,1,1,1,5,0
"ENSG00000267078",0,0,0,1,0,0
"ENSG00000267079",1,0,1,0,0,0
"ENSG00000267081",0,0,0,0,0,0
"ENSG00000267082",1,0,0,0,4,0
"ENSG00000267084",0,0,0,0,1,3
"ENSG00000267085",0,0,0,0,0,0
"ENSG00000267088",0,3,0,0,0,0
