"","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000231964",0,0,0,0,0,0
"ENSG00000231965",0,0,0,0,0,0
"ENSG00000231966",0,0,0,3,1,0
"ENSG00000231967",3,0,1,0,2,0
"ENSG00000231969",1,0,2,1,2,1
"ENSG00000231970",0,0,0,1,3,0
"ENSG00000231971",1,9.701,4.244,4.017,7.142,1.001
"ENSG00000231976",0,0,0,0,0,0
"ENSG00000231977",3,3,0,0,4,0
"ENSG00000231978",3,1,0,0,2,0
"ENSG00000231979",0,0,0,0,0,0
"ENSG00000231980",0,0,0,0,0,0
"ENSG00000231981",0,0,0,0,0,0
"ENSG00000231982",0,0,0,0,0,0
"ENSG00000231983",0,0,0,0,0,0
"ENSG00000231984",0,0,0,0,0,0
"ENSG00000231985",0,0,0,0,0,0
"ENSG00000231986",0,0,0,0,0,0
"ENSG00000231987",0,0,0,0,0,0
"ENSG00000231988",0,0,0,0,0,0
"ENSG00000231989",0,1.144,0,0,0,0
"ENSG00000231990",0,0,0,0,0,0
"ENSG00000231991",2.623,0,0,5.684,0,5.008
"ENSG00000231992",0,0,0,1,0,0
"ENSG00000231993",0,0,0,0,0,0
"ENSG00000231995",0,0,0,0,0,0
"ENSG00000231996",0,0,0,0,0,0
"ENSG00000231999",2.078,58.005,36.441,65.675,18.107,40.07
"ENSG00000232000",0,0,0,0,0,0
"ENSG00000232001",0,0,0,0,0,0
"ENSG00000232002",0,0,0,0,0,0
"ENSG00000232003",0,0,0,0,0,0
"ENSG00000232004",0,2.303,1.104,0,0,0
"ENSG00000232006",5,1,10.486,1,10.334,2.297
"ENSG00000232009",0,0,0,0,0,0
"ENSG00000232010",0,0,2,2,5,0
"ENSG00000232015",1,0,0,0,0,0
"ENSG00000232019",2.373,1.061,0,0,0,0
"ENSG00000232021",1.01,53.237,0,26.213,6.242,3.374
"ENSG00000232022",0,0,1,0,0,0
"ENSG00000232023",0,0,0,0,2.05,0
"ENSG00000232024",382.631,0,139.798,55.305,188.7,39.255
"ENSG00000232027",0,1,0,0,0,0
"ENSG00000232028",0,0,0,0,0,0
"ENSG00000232029",0,0,0,0,0,0
"ENSG00000232030",0,0,0,0,0,0
"ENSG00000232031",0,0,0,0,2,0
"ENSG00000232032",2,3.076,0,0,0,0
"ENSG00000232034",0,3,1,0,0,0
"ENSG00000232035",177.815,236.395,283.987,232.624,362.609,327.386
"ENSG00000232036",0,2,0,2,0,0
"ENSG00000232037",1.262,0,0,1.534,0,1.066
"ENSG00000232039",0,0,0,0,0,0
"ENSG00000232040",33.566,5.959,17.057,4.871,38.266,20.104
"ENSG00000232041",0,0,0,0,0,0
"ENSG00000232042",0,0,0,0,0,0
"ENSG00000232043",0,0,0,0,0,0
"ENSG00000232044",1.311,12.256,3.92,10.74,0,0
"ENSG00000232046",0,2.143,1.21,1.001,1.302,4.461
"ENSG00000232048",0,0,0,0,0,0
"ENSG00000232050",0,0,0,0,0,0
"ENSG00000232053",2,4,0,2,4,0
"ENSG00000232054",0,0,2.313,1.225,1.032,2.097
"ENSG00000232056",0,0,0,0,0,0
"ENSG00000232057",0,0,0,0,0,0
"ENSG00000232058",0,0,0,0,0,0
"ENSG00000232059",0,0,1,1,1.001,0
"ENSG00000232060",0,0,0,0,0,0
"ENSG00000232063",6.523,50.286,50.484,80.849,43.517,55.144
"ENSG00000232064",0,0,0,0,0,0
"ENSG00000232065",0,2,3,2,6,0
"ENSG00000232068",0,0,0,0,0,0
"ENSG00000232069",0,0,0,0,0,0
"ENSG00000232070",3,1,2,0,3,3
"ENSG00000232072",0,0,0,0,0,0
"ENSG00000232073",0,0,0,0,0,0
"ENSG00000232075",0,0,0,0,0,0
"ENSG00000232077",0,0,1,1,5,0
"ENSG00000232079",4.023,9.047,5.196,4.47,3.767,0
"ENSG00000232080",0,0,0,0,0,1.09
"ENSG00000232081",0,0,0,0,0,0
"ENSG00000232082",0,0,0,0,0,0
"ENSG00000232083",28.076,9.51,0,0,0,0
"ENSG00000232084",2,1.007,0,5.999,1.111,0.722
"ENSG00000232085",0,0,0,0,0,0
"ENSG00000232086",0,0,0,0,0,0
"ENSG00000232087",0,0,0,0,0,0
"ENSG00000232089",0,0,0,0,0,0
"ENSG00000232090",0,0,0,0,0,0
"ENSG00000232091",0,0,4.569,8.369,1.931,0
"ENSG00000232093",4,0,6,0,5,8
"ENSG00000232096",0,0,0,0,0,0
"ENSG00000232097",0,0,0,0,0,0
"ENSG00000232098",263.094,135.352,227.95,181.162,279.947,92.518
"ENSG00000232100",3.94,1.112,2.571,2.001,0,0
"ENSG00000232101",0,0,0,0,0,0
"ENSG00000232102",0,0,0,0,0,0
"ENSG00000232104",10,20.774,8,6.502,19.768,2
"ENSG00000232105",0,0,0,0,1,0
"ENSG00000232109",0,0,0,0,0,0
"ENSG00000232110",7.322,5.461,2.064,6.075,6.157,24.024
"ENSG00000232111",0,0,0,0,0,0
"ENSG00000232112",797.729,619.992,935.397,592.466,986.464,467.05
"ENSG00000232113",0,0,0,0,0,0
"ENSG00000232114",0,0,0,0,0,0
"ENSG00000232115",0,0,0,0,0,0
"ENSG00000232117",0,0,0,0,1,0
"ENSG00000232118",5.209,10.306,9.57,18.223,5.62,8.593
"ENSG00000232119",1055.214,202.464,640.134,221.361,706.849,171.454
"ENSG00000232120",0,0,0,0,0,0
"ENSG00000232121",7,0,4,0,2,1
"ENSG00000232124",1.004,21.294,12.404,18.878,21.606,13.633
"ENSG00000232125",0,0,0,1,0,0
"ENSG00000232128",0,0,0,0,0,0
"ENSG00000232130",0,0,0,0,0,0
"ENSG00000232131",0,0,0,0,0,0
"ENSG00000232132",0,0,0,0,0,0
"ENSG00000232133",2,7.617,2.07,6.149,3.039,2.02
"ENSG00000232134",1.243,0,0,0,0,1.16
"ENSG00000232135",0,0,0,0,0,0
"ENSG00000232136",0,2.02,1,0,3.064,0
"ENSG00000232138",0,0,0,0,0,0
"ENSG00000232139",0,1,0,2.22,0,0
"ENSG00000232140",0,3.043,1.929,0.926,0,0
"ENSG00000232142",0,0,0,0,0,0
"ENSG00000232144",0,0,0,0,0,0
"ENSG00000232145",0,0,0,0,0,1.001
"ENSG00000232148",0,0,0,0,0,0
"ENSG00000232149",0,0,0,0,0,0
"ENSG00000232150",9.658,0,0,0,3.301,3.225
"ENSG00000232153",0,0,0,0,0,0
"ENSG00000232154",0,0,0,0,0,0
"ENSG00000232155",0,0,0,0,0,0
"ENSG00000232158",0,0,0,0,0,0
"ENSG00000232159",0,0,0,0,0,0
"ENSG00000232160",39.138,10,31.944,13,62,13
"ENSG00000232161",0,0,0,0,0,0
"ENSG00000232162",0,0,0,0,0,0
"ENSG00000232163",1,1,0,0,1,1
"ENSG00000232164",103.52,59.758,128.871,59.853,112.869,29.996
"ENSG00000232165",0,0,0,0,0,0
"ENSG00000232166",0,0,2,0,0,1
"ENSG00000232167",0,0,0,0,0,0
"ENSG00000232168",0,0,0,0,0,0
"ENSG00000232170",0,0,0,0,0,0
"ENSG00000232172",4,1,0,3.001,3,1
"ENSG00000232173",0,0,0,0,0,0
"ENSG00000232174",0,0,0,0,0,0
"ENSG00000232175",0,0,0,0,0,0
"ENSG00000232176",2.162,3.182,0,1.299,3.574,3.201
"ENSG00000232177",272.889,1925.353,514.004,943.624,634.115,3730.569
"ENSG00000232179",0,0,0,0,0,0
"ENSG00000232183",0,0,0,0,0,0
"ENSG00000232184",0,1,0,0,0,0
"ENSG00000232185",0,0,1.001,0,0,0
"ENSG00000232186",0,0,0,0,0,0
"ENSG00000232187",0,94.709,47.765,145.193,62.274,77.908
"ENSG00000232188",0,0,0,0,0,0
"ENSG00000232190",0,4.718,0,3.128,0,0
"ENSG00000232192",0,0,0,0,0,0
"ENSG00000232193",0,0,0,0,0,0
"ENSG00000232194",0,7,0,13,1,1
"ENSG00000232195",0,0,0,0,0,0
"ENSG00000232197",0,0,0,0,0,0
"ENSG00000232198",0,0,0,0,0,0
"ENSG00000232199",1,1,0,0,2,0
"ENSG00000232200",0,0,0,0,0,0
"ENSG00000232202",0,0,0,0,0,0
"ENSG00000232203",1.073,0,0,0,0,0
"ENSG00000232204",0,0,0,0,0,0
"ENSG00000232205",0,0,0,0,0,0
"ENSG00000232208",0,1.97,0,0,0,0
"ENSG00000232211",0,0,0,0,0,0
"ENSG00000232212",0,0,0,0,0,0
"ENSG00000232215",0,0,0,0,2,0
"ENSG00000232216",8.11,10.146,29.144,36.518,28.194,1
"ENSG00000232217",0,1,1,1,0,2
"ENSG00000232218",0,0,0,0,0,0
"ENSG00000232220",0,3,1,0,1,2
"ENSG00000232223",0,0,0,0,0,0
"ENSG00000232225",0,1,1,0,0,0
"ENSG00000232226",0,0,0,0,0,0
"ENSG00000232227",0,0,0,0,0,0
"ENSG00000232228",0,2.748,0,0,0,0
"ENSG00000232229",0,22,26,48,36,3
"ENSG00000232230",0,0,1,0,0,0
"ENSG00000232233",49.374,131.358,74.395,98.842,79.001,26.024
"ENSG00000232234",0,0,0,1,1,0
"ENSG00000232235",0,0,0,0,0,0
"ENSG00000232237",0,0,0,0,0,0
"ENSG00000232238",1.001,0,0,0,0,0
"ENSG00000232239",0,0,1.037,0,0,0
"ENSG00000232240",0,0,0,0,0,0
"ENSG00000232241",0,1.988,0,0,0,0
"ENSG00000232242",0,0,0,0,0,0
"ENSG00000232245",0,0,0,0,0,0
"ENSG00000232249",0,1,0,0,0,0
"ENSG00000232252",0,0,0,0,0,0
"ENSG00000232254",1.001,0,1,1,1,1
"ENSG00000232258",0,0,0,0,0,0
"ENSG00000232259",0,0,0,0,0,0
"ENSG00000232260",0,0,0,0,0,0
"ENSG00000232261",0,0,0,0,0,0
"ENSG00000232263",0,0,0,0,0,0
"ENSG00000232264",0,0,0,0,0,0
"ENSG00000232265",1.008,10.872,10.973,18.391,8.017,8.435
"ENSG00000232267",0,0,0,0,0,0
"ENSG00000232268",0,0,0,0,0,0
"ENSG00000232271",0,0,0,0,0,0
"ENSG00000232273",0,2.951,0,10.01,1.001,2.002
"ENSG00000232277",0,0,0,0,0,0
"ENSG00000232281",0,0,0,0,0,0
"ENSG00000232282",0,0,1,0,0,0
"ENSG00000232283",0,0,0,0,0,0
"ENSG00000232284",8,0,3,0,2,0
"ENSG00000232285",0,0,0,0,0,0
"ENSG00000232286",0,0,0,0,0,0
"ENSG00000232287",0,0,0,0,0,0
"ENSG00000232290",0,0,0,0,0,0
"ENSG00000232292",0,0,0,0,0,0
"ENSG00000232293",0,0,0,0,0,0
"ENSG00000232294",1,0,0,0,4,2
"ENSG00000232296",0,0,0,0,0.998,0
"ENSG00000232298",1,0,1,0,2,0
"ENSG00000232299",0,0,0,0,0,0
"ENSG00000232300",9,24.533,19.014,8,6,7
"ENSG00000232301",0,0,0,0,1,0
"ENSG00000232303",2,32,2,10,5,0
"ENSG00000232305",0,0,0,0,0,0
"ENSG00000232306",0,0,2,0,0,0
"ENSG00000232307",0,0,0,0,0,0
"ENSG00000232309",0,0,0,0,0,0
"ENSG00000232310",0,11.87,7.248,13.444,3.863,9.341
"ENSG00000232314",0,0,0,0,0,0
"ENSG00000232316",321,7,139,2,361,1
"ENSG00000232320",0,0,0,0,0,0
"ENSG00000232325",0,0,0,0,0,0
"ENSG00000232327",2,0,0,0,0,0
"ENSG00000232328",2.212,9.066,8.473,11.397,4.684,1.302
"ENSG00000232332",1.184,0,1.183,0,2.092,0
"ENSG00000232333",0,0,0,0,2.081,2.116
"ENSG00000232334",0,7,5,9,0,4
"ENSG00000232335",0,0,0,0,0,0
"ENSG00000232337",0,0,0,1.008,0,0
"ENSG00000232341",1.05,1.274,0,2.042,4.251,0
"ENSG00000232342",0,1.872,2.259,1.092,0,0
"ENSG00000232344",0,4,0,0,0,0
"ENSG00000232346",1.348,3.002,0,2.902,1.514,0
"ENSG00000232347",3,3.989,3.998,3.289,0.999,0.999
"ENSG00000232349",0,0,0,0,0,0
"ENSG00000232350",0,0,0,0,0,0
"ENSG00000232352",21,0,10,0,13,0
"ENSG00000232353",0.93,0,0,0,0,0
"ENSG00000232354",0,9.151,4.811,4.939,4.104,2.434
"ENSG00000232355",0,0,0,0,0,0
"ENSG00000232358",3,1,6,0,1,1
"ENSG00000232359",0,0,0,0,0,0
"ENSG00000232360",0,0,0,0,0,0
"ENSG00000232361",0,0,0,0,0,0
"ENSG00000232362",0,0,1.001,0,1,0
"ENSG00000232363",7,0,6,0,1,5
"ENSG00000232366",0,0,0,0,0,0
"ENSG00000232368",0,3.002,11.011,10.118,5.155,4.004
"ENSG00000232369",0,0,0,0,0,0
"ENSG00000232370",0,0,0,0,0,1
"ENSG00000232373",0,3,0,4,0,3
"ENSG00000232374",0,0,0,0,0,0
"ENSG00000232375",0,0,0,0,0,0
"ENSG00000232377",0,0,0,0,0,0
"ENSG00000232378",0,0,0,0,0,0
"ENSG00000232379",0,0,0,0,0,0
"ENSG00000232380",0,0,0,0,0,0
"ENSG00000232381",0,0,0,0,0,0
"ENSG00000232382",0,0,0,0,0,0
"ENSG00000232383",1.149,1.136,0,0,0,1.035
"ENSG00000232385",2.236,2.238,2.348,2.231,1.119,0
"ENSG00000232386",14.022,0,4.409,2.846,9.456,1.021
"ENSG00000232387",0,0,0,0,0,0
"ENSG00000232388",494.926,151.383,311.058,165.868,370.033,107
"ENSG00000232389",0,0,2.088,0,0,0
"ENSG00000232390",0,0,0,0,0,0
"ENSG00000232391",0,0,0,0,0,1
"ENSG00000232392",0,0,0,0,0,0
"ENSG00000232393",0,1.002,0,3.007,1.001,1.003
"ENSG00000232394",0,0,0,0,0,0
"ENSG00000232395",0,0,0,0,0,0
"ENSG00000232396",0,0,0,0,0,0
"ENSG00000232398",0,0,0,0,0,0
"ENSG00000232399",0,0,0,0,0,0
"ENSG00000232400",0,0,0,0,0,0
"ENSG00000232401",0,0,0,0,0,0
"ENSG00000232403",0,0,0,0,0,0
"ENSG00000232406",0,0,0,0,0,0
"ENSG00000232407",3,22,21,9.925,11,7
"ENSG00000232408",0,0,0,0,0,0
"ENSG00000232409",0,0,0,0,0,0
"ENSG00000232411",0,2,0,1,2,0
"ENSG00000232412",0,0,0,0,0,0
"ENSG00000232413",0,0,0,0,0,0
"ENSG00000232415",0,2.313,0,4.55,11.086,2.134
"ENSG00000232416",0,0,0,0,0,0
"ENSG00000232418",0,0,0,10.957,0,0
"ENSG00000232419",0,0,0,0,0,0
"ENSG00000232420",0,0,0,0,0,0
"ENSG00000232422",0,0,0,2.05,0,0
"ENSG00000232423",0,0,0,0,0,0
"ENSG00000232424",0,0,0,0,0,0
"ENSG00000232429",4.175,0,1.079,0,0,0
"ENSG00000232430",0,0,0,0,0,0
"ENSG00000232431",0,0,0,0,0,0
"ENSG00000232433",0,0,0,0,0,0
"ENSG00000232434",15,82,26,55,19,35
"ENSG00000232436",0,1.513,1,0,0,0
"ENSG00000232437",0,0,0,0,0,0
"ENSG00000232439",0,0,1,0,1,0
"ENSG00000232442",29,181,175,192,124.326,37
"ENSG00000232444",0,0,0,0,0,0
"ENSG00000232445",6.768,36.808,24.129,28.249,25.66,16.482
"ENSG00000232446",0,0,0,0,0,0
"ENSG00000232447",0,0,0,0,0,0
"ENSG00000232448",0,0,0,0,0,0
"ENSG00000232450",1,6,2,8,6,4
"ENSG00000232451",0,1,0,0,0,0
"ENSG00000232453",0,4,3,5,3,3
"ENSG00000232454",16.362,0,23.449,8.654,24.357,0
"ENSG00000232455",0,0,0,0,0,0
"ENSG00000232456",0,0,0,0,0,0
"ENSG00000232457",0,0,0,0,1.608,0
"ENSG00000232458",0,0,0,0,0,0
"ENSG00000232459",0,0,0,0,0,0
"ENSG00000232460",0,0,0,3.846,0,0
"ENSG00000232463",0,0,1,0,0,0
"ENSG00000232464",0,0,0,0,0,0
"ENSG00000232465",0,0,0,0,0,0
"ENSG00000232466",0,0,1,0,0,0
"ENSG00000232467",0,0,0,0,0,0
"ENSG00000232470",0,1,0,0,0,0
"ENSG00000232471",0,0,0,0,0,0
"ENSG00000232472",7.697,0,3.928,0,4.549,12.004
"ENSG00000232474",0,0,0,0,0,0
"ENSG00000232475",0,0,0,0,0,0
"ENSG00000232479",6,0,4,1,3,0
"ENSG00000232480",0,0,0,1,1,0
"ENSG00000232482",0,0,0,0,0,0
"ENSG00000232485",1,5.228,3.049,4.005,4,2
"ENSG00000232486",0,2.187,2,1.359,1.079,0
"ENSG00000232487",0,14,0,11,1,1
"ENSG00000232489",0,1,0,1,1,0
"ENSG00000232490",1.992,2.726,1,0,0,0
"ENSG00000232491",0,0,0,0,0,0
"ENSG00000232492",0,0,0,0,0,0
"ENSG00000232493",3.001,2.001,1,1,9.011,0
"ENSG00000232494",0,0,0,0,0,0
"ENSG00000232496",1.018,2,1.027,0,1.01,0
"ENSG00000232497",0,0,0,0,0,0
"ENSG00000232499",0,0,0,2.047,0,0
"ENSG00000232500",0,0,0,0,0,0
"ENSG00000232502",0,0,0,0,0,0
"ENSG00000232503",0,0,0,0,0,0
"ENSG00000232504",0,3,6,1,6,0
"ENSG00000232508",0,0,2,0,5,2
"ENSG00000232511",0,0,0,0,0,0
"ENSG00000232512",0,0,0,0,0,0
"ENSG00000232514",0,0,0,0,0,0
"ENSG00000232515",0,0,0,0,0,0
"ENSG00000232517",0,34,0,48,1,10
"ENSG00000232518",7.856,5.609,2.029,4.727,10.143,5.894
"ENSG00000232519",2,0,0,0,1,2
"ENSG00000232520",3,0,0,0,1,0
"ENSG00000232522",0,0,0,0,0,0
"ENSG00000232524",0,0,0,0,1,0
"ENSG00000232525",0,0,0,0,0,0
"ENSG00000232526",0,0,0,0,1,0
"ENSG00000232527",48.365,0,47.444,0,20.935,12.569
"ENSG00000232528",0,16.003,14.414,15,5,0
"ENSG00000232529",0,0,0,0,0,0
"ENSG00000232530",0,0,0,0,1.001,0
"ENSG00000232531",0,1.341,0,9.911,3.302,0
"ENSG00000232533",139,156,197,193,237,117
"ENSG00000232535",0,0,0,0,0,0
"ENSG00000232536",2,1,0,1,0,1
"ENSG00000232537",0,0,0,0,1,0
"ENSG00000232539",0,0,0,0,0,0
"ENSG00000232540",0,0,0,0,0,0
"ENSG00000232542",0,4.504,8.613,4.796,9.09,2.273
"ENSG00000232543",0,0,0,0,0,0
"ENSG00000232545",1,3,0,3,1,4
"ENSG00000232546",0,0,1,2,0,0
"ENSG00000232548",0,0,0,0,0,0
"ENSG00000232549",0,0,0,0,0,0
"ENSG00000232551",0,1,1,0,0,2
"ENSG00000232553",0,0,0,0,0,0
"ENSG00000232554",0,0,0,0,0,0
"ENSG00000232555",0,0,1,0,0,0
"ENSG00000232556",0,0,3,0,0,0
"ENSG00000232557",0,0,0,0,0,0
"ENSG00000232558",0,0,0,0,0,0
"ENSG00000232560",0,0,2,0,0,0
"ENSG00000232562",0,0,0,0,0,0
"ENSG00000232563",0,0,0,0,0,0
"ENSG00000232564",2.66,10.415,4.903,18.48,4.233,6.55
"ENSG00000232568",0,0,0,0,0,0
"ENSG00000232573",2211.249,1158.434,1534.85,1089.337,2041.543,584.485
"ENSG00000232576",0,0,0,0,0,0
"ENSG00000232578",0,0,0,0,0,0
"ENSG00000232579",0,0,0,0,0,0
"ENSG00000232581",2,1,2,0,0,0
"ENSG00000232582",0,0,0,0,0,0
"ENSG00000232583",0,0,0,0,0,0
"ENSG00000232585",0,0,0,0,0,0
"ENSG00000232586",3,3,7,3,10,4
"ENSG00000232587",13.816,37.171,25.462,11.84,35.459,9.369
"ENSG00000232590",0,0,0,0,0,0
"ENSG00000232591",1,10.242,5.863,2.309,1,3.632
"ENSG00000232593",31.152,141.958,122.07,102.089,78.05,48.889
"ENSG00000232594",0,0,0,0,0,0
"ENSG00000232595",0,0,0,0,0,0
"ENSG00000232596",0,0,0,0,0,0
"ENSG00000232597",0,0,0,0,0,0
"ENSG00000232598",0,0,0,0,0,0
"ENSG00000232599",0,0,0,0,0,0
"ENSG00000232600",0,4,1,0,0,0
"ENSG00000232601",0,0,0,0,0,0
"ENSG00000232603",0,0,0,0,0,0
"ENSG00000232604",0,0,0,0,0,0
"ENSG00000232605",1.014,0,0,0,0,0
"ENSG00000232606",0,0,2,0,6,2
"ENSG00000232608",0,0,0,1,0,0
"ENSG00000232610",0,0,0,0,0,0
"ENSG00000232611",1.918,71.675,22.713,67.716,18.483,27.017
"ENSG00000232612",3,0,1,1,2.819,1
"ENSG00000232613",1,3.61,11.787,8.17,4.973,0
"ENSG00000232614",0,0,0,0,0,0
"ENSG00000232615",0,1.331,1.277,0,0,0
"ENSG00000232617",0,0,0,0,0,0
"ENSG00000232618",0,86.881,9.404,89.353,43.818,13.624
"ENSG00000232620",0,0,0,0,0,0
"ENSG00000232621",0,0,0,0,0,0
"ENSG00000232622",0,0,0,0,0,0
"ENSG00000232623",0,0,1,4,0,0
"ENSG00000232624",1,1.001,3,3.974,2,0
"ENSG00000232625",0,1,1,0,1,0
"ENSG00000232626",0,0,0,2.037,2.505,0
"ENSG00000232627",0,0,0,0,0,0
"ENSG00000232628",0,6.502,1,0,4.428,2.645
"ENSG00000232629",1.015,63.693,711.559,1320.526,357.516,140.319
"ENSG00000232630",0,0,0,0,0,0
"ENSG00000232631",0,0,0,0,0,0
"ENSG00000232633",0,0,0,0,0,0
"ENSG00000232634",0,0,0,0,0,0
"ENSG00000232636",0,0,0,0,0,0
"ENSG00000232638",2,0,4,3,9,3
"ENSG00000232640",0,4,1,6,1,4
"ENSG00000232642",0,2.072,1.205,0,1.963,0
"ENSG00000232643",0,0,0,0,0,0
"ENSG00000232644",0,0,0,0,0,0
"ENSG00000232645",0,0,5,15.521,4.507,3.889
"ENSG00000232646",0,0,0,0,0,0
"ENSG00000232647",0,0,0,0,0,0
"ENSG00000232648",10,4.002,4.003,1.097,23.664,1.026
"ENSG00000232650",0,0,0,0,0,0
"ENSG00000232653",21.222,350.408,80.891,94.436,159.449,84.735
"ENSG00000232654",22.383,2.092,7.265,6.244,0,6.103
"ENSG00000232655",0,0,0,0,0,0
"ENSG00000232656",0,5.298,0,0,8,2.333
"ENSG00000232658",0,0,0,0,0,0
"ENSG00000232661",0,0,0,0,0,0
"ENSG00000232662",7.69,23.471,19.928,6.233,7.384,2.043
"ENSG00000232663",0,0,0,0,0,1
"ENSG00000232664",0,0,0,0,0,0
"ENSG00000232665",0,0,0,0,0,0
"ENSG00000232667",0,1,1.169,0,0,0
"ENSG00000232668",0,0,0,0,0,0
"ENSG00000232671",11,15,6,20,18,2
"ENSG00000232672",0,1,1.042,2,2,3
"ENSG00000232675",0,0,0,0,0,0
"ENSG00000232676",0,0,0,0,0,0
"ENSG00000232677",44.09,107.978,88.617,119.403,112.977,114.355
"ENSG00000232678",0,0,0,0,0,0
"ENSG00000232679",0,0,0,1,0,0
"ENSG00000232680",0,14,2,0,5,0
"ENSG00000232682",1,0,0,0,3,1
"ENSG00000232684",0,0,1.002,3.039,3.012,1
"ENSG00000232685",0,0,0,0,0,0
"ENSG00000232687",0,0,0,0,0,0
"ENSG00000232688",0,0,0,0,0,0
"ENSG00000232690",0,0,0,0,0,0
"ENSG00000232692",2,0,0,0,2,0
"ENSG00000232693",0,0,1,0,0,0
"ENSG00000232695",0,0,0,0,0,0
"ENSG00000232696",0,0,0,0,0,0
"ENSG00000232699",1.347,0,0,0,0,0
"ENSG00000232701",0,0,0,0,0,0
"ENSG00000232702",0,0,0,322.04,0,98.784
"ENSG00000232706",0,0,0,0,1.197,0
"ENSG00000232707",0,0,0,0,0,0
"ENSG00000232709",0,0,1,0,0,0
"ENSG00000232710",0,2,0,3.002,2.168,4.758
"ENSG00000232712",0,0,0,1.063,0,0
"ENSG00000232713",0,0,0,0,0,2.017
"ENSG00000232714",0,0,0,0,0,0
"ENSG00000232715",0,0,0,0,0,0
"ENSG00000232716",0,2,0,0,0,0
"ENSG00000232717",0,0,0,0,0,0
"ENSG00000232718",0,0,0,0,0,0
"ENSG00000232719",0,2.42,1.008,1.006,1.02,3.065
"ENSG00000232721",1.008,13.329,6.12,10.18,5.695,1.008
"ENSG00000232722",0,0,0,0,0,0
"ENSG00000232723",0,0,0,0,0,0
"ENSG00000232724",0,0,0,0,0,0
"ENSG00000232725",0,0,0,0,0,0
"ENSG00000232727",2.285,0,0,1.313,3.688,0
"ENSG00000232728",0,1,0,0,0,1
"ENSG00000232729",502.542,12.923,389.879,29.319,221.507,144.609
"ENSG00000232730",0,0,0,0,0,0
"ENSG00000232732",4.954,4.121,4.795,7.861,6,0
"ENSG00000232734",0,0,0,0,0,0
"ENSG00000232735",0,0,0,0,0,0
"ENSG00000232736",0,0,0,0,0,0
"ENSG00000232738",0,0,0,0,0,0
"ENSG00000232739",0,0,0,0,0,0
"ENSG00000232740",0,0,0,0,0,0
"ENSG00000232742",0,0,0,0,0,0
"ENSG00000232743",0,1.002,0,0,2.022,0
"ENSG00000232744",0,0,0,0,0,0
"ENSG00000232746",0,0,0,0,0,0
"ENSG00000232747",1,0,2,0,1,0
"ENSG00000232748",0,18.026,2.463,8.203,11.469,10.145
"ENSG00000232749",0,0,0,0,0,0
"ENSG00000232750",0,0,0,0,1,0
"ENSG00000232751",0,2.164,0,0,0,0
"ENSG00000232752",0,0,0,0,0,0
"ENSG00000232754",0,0,0,0,0,0
"ENSG00000232756",1.029,10.322,5.046,12.513,4.292,1.505
"ENSG00000232757",0,0,0,0,0,0
"ENSG00000232759",0,0,0,0,1,2
"ENSG00000232760",1.054,0,0,0,0,0
"ENSG00000232762",0,0,0,0,0,0
"ENSG00000232764",0,0,0,0,0,0
"ENSG00000232765",0,0,0,0,0,0
"ENSG00000232766",0,0,0,0,0,0
"ENSG00000232767",0,1,0,0,0,0
"ENSG00000232768",0,0,0,0,0,0
"ENSG00000232771",0,0,0,0,0,0
"ENSG00000232772",0,0,0,0,0,0
"ENSG00000232773",0,0,0,0,0,0
"ENSG00000232774",113.967,312.17,189.551,299.036,170.109,117.967
"ENSG00000232775",0,0,0,0,0,0
"ENSG00000232777",0,0,0,0,0,0
"ENSG00000232778",0,0,0,0,0,0
"ENSG00000232780",7,1,6,0,9,0
"ENSG00000232783",0,0,0,0,0,0
"ENSG00000232786",0,0,0,0,0,0
"ENSG00000232787",0,0,0,0,0,0
"ENSG00000232788",1,9,9,4,7,5
"ENSG00000232789",0,0,0,0,0,0
"ENSG00000232790",0,0,0,0,0,0
"ENSG00000232791",0,0,0,0,0,0
"ENSG00000232792",0,0,0,0,0,0
"ENSG00000232793",0,0,0,0,0,0
"ENSG00000232794",2.266,0,0,0,0,0
"ENSG00000232795",0,0,0,0,0,0
"ENSG00000232797",0,0,0,0,0,0
"ENSG00000232798",0,0,0,0,0,0
"ENSG00000232799",0,0,0,0,0,0
"ENSG00000232800",0,0,0,0,0,0
"ENSG00000232801",1.26,1.125,1.301,6.299,3.232,1.055
"ENSG00000232803",0,0,0,1,0,0
"ENSG00000232805",0,0,0,0,0,0
"ENSG00000232806",0,0,0,0,0,0
"ENSG00000232807",1.022,38.742,26.275,32.487,21.292,13.414
"ENSG00000232808",0,0,0,0,0,0
"ENSG00000232809",0,0,0,0,0,0
"ENSG00000232810",104,4612,555,4971,1791,582
"ENSG00000232811",0,6.463,4.817,11.489,4.016,2.002
"ENSG00000232812",0,0,0,0,0,0
"ENSG00000232813",0,0,0,0,0,0
"ENSG00000232814",0,2,0,0,0,3
"ENSG00000232815",0,0,8,1,2,2
"ENSG00000232818",36.877,5.516,52.963,13.806,39.897,9.274
"ENSG00000232821",13,0,19,0,25,0
"ENSG00000232823",0,0,0,0,0,0
"ENSG00000232824",0,0,0,0,0,0
"ENSG00000232825",0,0,0,0,0,0
"ENSG00000232827",0,1,0,0,0,0
"ENSG00000232828",0,1,0,3,0,0
"ENSG00000232829",0,1.018,0,0,0,0
