"GENENAME","log2FoldChange","padj","baseMean","lfcSE","stat","pvalue","GENEID"
"WNT16",0.915728141242729,0.99998618434358,6.35312779345925,3.08523660818158,0.296809696479795,0.766611802176921,"ENSG00000002745"
"HECW1",-0.61387982455949,NA,1.13902749838721,5.80489632430101,-0.105752073812173,0.91577906303038,"ENSG00000002746"
"MAD1L1",1.69786880351557,0.99998618434358,270.504450347862,1.18030530673934,1.43849967785541,0.150292328803513,"ENSG00000002822"
"LASP1",0.72174018981378,0.99998618434358,1742.43186180696,1.26540974690102,0.570360858671522,0.568432971369387,"ENSG00000002834"
"SNX11",-0.200908834302166,0.99998618434358,427.928231458182,1.1534716170554,-0.174177527501759,0.861725946029173,"ENSG00000002919"
"TMEM176A",4.3668130856775,0.99998618434358,222.885886400713,1.62234596909166,2.69166575371247,0.00710961593108571,"ENSG00000002933"
"M6PR",0.468402410380108,0.99998618434358,2350.65844382474,1.11977697557921,0.418299733424887,0.675727984524985,"ENSG00000003056"
"KLHL13",3.66129554720261,NA,0.844319384380306,5.83036087109281,0.627970657074672,0.530023162408209,"ENSG00000003096"
"CYP26B1",-4.4962251507838,NA,2.34578915800667,4.82317525937808,-0.932212683344118,0.35122662201586,"ENSG00000003137"
"ICA1",0.726464452645953,0.99998618434358,89.2748507793306,1.30147798895565,0.558184201969402,0.576718607476155,"ENSG00000003147"
"DBNDD1",-1.29868059765301,0.99998618434358,14.0958745328418,2.16072194782296,-0.601040128722483,0.547813258922051,"ENSG00000003249"
"ALS2",0.00306574637098835,0.99998618434358,285.8366163812,1.1742013873527,0.00261092041280947,0.997916789279976,"ENSG00000003393"
"CASP10",0.351560790933555,0.99998618434358,311.248173485654,1.46394081080933,0.240146861360601,0.810216406804268,"ENSG00000003400"
"CFLAR",-0.0573025587379784,0.99998618434358,4103.35247599042,1.11539354350431,-0.0513742966074083,0.959027266055221,"ENSG00000003402"
"TFPI",-0.249512532281137,0.99998618434358,4583.26264177888,1.30353016145847,-0.191412933630908,0.848202087835378,"ENSG00000003436"
"NDUFAF7",0.0544084827585003,0.99998618434358,104.437902230045,1.29078755243685,0.0421513847540472,0.966378017432249,"ENSG00000003509"
"RBM5",-0.156661767126247,0.99998618434358,1511.13451723031,1.13175191779283,-0.138424123399564,0.889905232820836,"ENSG00000003756"
"MTMR7",0.294675289771206,0.99998618434358,205.698236015555,1.24948417474973,0.235837552588635,0.813558727168641,"ENSG00000003987"
"SLC7A2",0.362170303957572,0.99998618434358,3636.7817223832,1.25039763104983,0.28964410597411,0.772088520948368,"ENSG00000003989"
"ARF5",-0.0781163209215548,0.99998618434358,1331.88438857131,1.12462914755001,-0.0694596268394164,0.944623768116759,"ENSG00000004059"
"SARM1",0.640514370511541,0.99998618434358,67.2728243260761,1.47551553180202,0.434095308864212,0.664219231923074,"ENSG00000004139"
"POLDIP2",-0.31257806943223,0.99998618434358,1178.48961856264,1.1579378519109,-0.269943735681837,0.787203539497405,"ENSG00000004142"
"PLXND1",0.548834028236224,0.99998618434358,1103.53623110559,1.53301528909334,0.358009494191553,0.720336208503048,"ENSG00000004399"
"AK2",-0.575068666834259,0.99998618434358,2358.38256590633,1.15241322291786,-0.499012555043588,0.61777053926989,"ENSG00000004455"
"CD38",1.28853376721119,0.99998618434358,212.245783213885,1.26529410209939,1.0183670065902,0.308503575588,"ENSG00000004468"
"FKBP4",-0.336819572508788,0.99998618434358,3350.726530661,1.18855323177616,-0.283386190457325,0.776880813119795,"ENSG00000004478"
"KDM1A",-0.026740537350763,0.99998618434358,421.495158225302,1.16460810680729,-0.0229609747643528,0.981681402362217,"ENSG00000004487"
"RBM6",-0.0510532826325894,0.99998618434358,1221.53590104787,1.13157683271374,-0.0451169387324356,0.964014100014103,"ENSG00000004534"
"CAMKK1",-0.289497601003642,0.99998618434358,115.083135929198,1.65155555565729,-0.175287836980105,0.860853468493032,"ENSG00000004660"
"RECQL",0.859481771276898,0.99998618434358,459.295398224999,1.16039452840122,0.740680648038802,0.458887095712526,"ENSG00000004700"
"VPS50",-0.0752286615183013,0.99998618434358,228.874853683557,1.22002144080274,-0.0616617536400042,0.950832198156522,"ENSG00000004766"
"HSPB6",2.01640089614855,NA,3.6893604139143,3.41521833873629,0.590416393961699,0.554911522299035,"ENSG00000004776"
"ARHGAP33",-0.777938273130315,0.99998618434358,21.5161395128189,1.81904316493516,-0.42766344863402,0.668896164793044,"ENSG00000004777"
"NDUFAB1",-0.517850302831257,0.99998618434358,965.686835535121,1.17287486911478,-0.441522208777568,0.658834987079301,"ENSG00000004779"
"PDK4",-0.793218377196353,0.99998618434358,3076.62946912087,1.12035280200275,-0.708007670243151,0.478940494267674,"ENSG00000004799"
"SLC22A16",3.15530437917565,0.99998618434358,32.9514902447583,1.97141188528263,1.60053026094204,0.109480999319299,"ENSG00000004809"
"ZMYND10",4.07631939886241,NA,1.12575917917374,5.81546882232995,0.700944244290392,0.483337811386662,"ENSG00000004838"
"ABCB5",1.01121210733138,NA,1.95465931886709,4.42928896484072,0.228301227433632,0.819412070400612,"ENSG00000004846"
"ARX",-0.443569318626009,NA,4.20128937284026,3.23863666284582,-0.136961741869568,0.891061035635096,"ENSG00000004848"
"SLC25A13",-0.306910459262149,0.99998618434358,397.818462174343,1.18195497852502,-0.259663409214746,0.795123419888893,"ENSG00000004864"
"ST7",-0.129502235091049,0.99998618434358,397.848690117348,1.16570949881466,-0.111093059825567,0.911542552133176,"ENSG00000004866"
"CDC27",-0.463177648785701,0.99998618434358,1187.62635984531,1.16224402527805,-0.39852013752008,0.690246817374823,"ENSG00000004897"
"SLC4A1",0.0945798506705206,0.99998618434358,1180.37878175062,1.74632810825685,0.0541592672209396,0.956808273075842,"ENSG00000004939"
"CALCR",0.752661248534273,0.99998618434358,13.3283857654556,2.14329821437094,0.351169633552455,0.725461090095029,"ENSG00000004948"
"HCCS",-0.830841883043493,0.99998618434358,587.773209214153,1.18093655510338,-0.703544893629584,0.481716239552414,"ENSG00000004961"
"DVL2",-0.0636124438290464,0.99998618434358,609.634875241548,1.19397818785439,-0.0532777269100364,0.957510626343194,"ENSG00000004975"
"PRSS22",-0.623840001829453,NA,4.67584000065012,3.05602627138099,-0.204134371380108,0.838248495335094,"ENSG00000005001"
"UPF1",-0.164732544506354,0.99998618434358,1995.54265353313,1.1198909644768,-0.147096949374277,0.883055497733791,"ENSG00000005007"
"SKAP2",0.227413760084563,0.99998618434358,981.245116278376,1.23229717613356,0.184544576169599,0.853586260889465,"ENSG00000005020"
"SLC25A5",-0.680034886014544,0.99998618434358,5252.61895214235,1.19310609067654,-0.569970173925551,0.568697927758632,"ENSG00000005022"
"MCUB",-0.127640518078797,0.99998618434358,836.698531311417,1.13308441179795,-0.112648728329304,0.910309051267864,"ENSG00000005059"
"HOXA11",NA,NA,0,NA,NA,NA,"ENSG00000005073"
"POLR2J",-0.688664636415567,0.99998618434358,703.753059509421,1.16250735802846,-0.5923959376769,0.5535854859738,"ENSG00000005075"
"DHX33",-0.257234483434448,0.99998618434358,315.904546552732,1.16818855801926,-0.220199454675884,0.82571582131163,"ENSG00000005100"
"MEOX1",2.07638370471775,NA,0.281439794793435,5.94815312189011,0.349080405660093,0.727028946424837,"ENSG00000005102"
"THSD7A",-0.697075456107593,0.99998618434358,2035.46264561447,1.23156802841534,-0.566006456829282,0.571389391228147,"ENSG00000005108"
"LIG3",0.0411803175261806,0.99998618434358,863.271130739776,1.14626680896025,0.0359255953363373,0.97134168691037,"ENSG00000005156"
"RPAP3",0.143687638694297,0.99998618434358,351.734259646177,1.16609836986834,0.123220855467382,0.901932211142119,"ENSG00000005175"
"ACSM3",1.69815690117406,0.99998618434358,56.4223004845334,1.40839940230875,1.20573531797181,0.227919562533145,"ENSG00000005187"
"REXO5",1.20109256748687,0.99998618434358,10.9738315778581,2.2585441463969,0.531799464448367,0.594864893737248,"ENSG00000005189"
"CIAPIN1",-0.447193926693446,0.99998618434358,789.848196488623,1.18959184607792,-0.375922151927858,0.706974771534261,"ENSG00000005194"
"SPPL2B",0.58134023619598,0.99998618434358,267.994187086855,1.26906023205989,0.458087190434112,0.646889801439942,"ENSG00000005206"
"ATOSB",-0.485008469237871,0.99998618434358,1506.76576389658,1.13191940293255,-0.428483218841661,0.66829934852855,"ENSG00000005238"
"COPZ2",-0.421339168072377,0.99998618434358,10.1298423902403,2.25538352249726,-0.186814864908586,0.851805791588312,"ENSG00000005243"
"PRKAR2B",-0.112219160476855,0.99998618434358,363.456616120246,1.22315475702517,-0.0917456763605145,0.926900105913364,"ENSG00000005249"
"MSL3",0.0919954173865289,0.99998618434358,828.942263659621,1.13272366391313,0.0812161167965005,0.935270082506831,"ENSG00000005302"
"CREBBP",0.285671655002831,0.99998618434358,1838.47522771831,1.1366693914934,0.251323434184767,0.801564058616475,"ENSG00000005339"
"TSPOAP1",2.19724895294578,0.99998618434358,39.7813143240834,1.52531989093591,1.44051681617919,0.14972123587288,"ENSG00000005379"
"MPO",0.841771313413732,0.99998618434358,359.077953984228,1.75761337553787,0.478928600071748,0.631989423866493,"ENSG00000005381"
"PON1",NA,NA,0,NA,NA,NA,"ENSG00000005421"
"GCFC2",-0.353677256018022,0.99998618434358,381.271280694818,1.16192569750994,-0.304388875102744,0.760831642329756,"ENSG00000005436"
"WDR54",-0.364345317555917,0.99998618434358,23.2858737266216,1.7334989022371,-0.210179145245333,0.833527855712086,"ENSG00000005448"
"CROT",0.3847011357986,0.99998618434358,106.379081888252,1.3079722779369,0.294120251849221,0.76866601621603,"ENSG00000005469"
"ABCB4",1.51096610867624,0.99998618434358,50.5737377965391,1.56679700347462,0.964366223145335,0.334862350203636,"ENSG00000005471"
"KMT2E",0.260747698101056,0.99998618434358,1722.51967946507,1.14948131789769,0.226839439703069,0.820548594528666,"ENSG00000005483"
"RHBDD2",-0.550740957799693,0.99998618434358,1260.971954909,1.17885139717988,-0.467184378893903,0.640367968854631,"ENSG00000005486"
"SOX8",3.66129554720261,NA,0.844319384380305,5.83036087109281,0.627970657074672,0.530023162408209,"ENSG00000005513"
"IBTK",-0.180632768734715,0.99998618434358,518.646540732685,1.14697004073369,-0.157486911008738,0.874861122676429,"ENSG00000005700"
"ZNF195",0.22687867846744,0.99998618434358,201.134272702244,1.20184699080303,0.188775010632467,0.850269158305917,"ENSG00000005801"
"MYCBP2",0.361612168885491,0.99998618434358,1292.65472360074,1.25368549905773,0.288439300891076,0.773010487656684,"ENSG00000005810"
"FBXL3",-0.459949930111666,0.99998618434358,1688.14316006516,1.13564022233223,-0.405013772026392,0.685467387714969,"ENSG00000005812"
"ITGAL",0.330291462365195,0.99998618434358,2128.41034336823,1.50595860935869,0.219323067920074,0.826398393714678,"ENSG00000005844"
"PDK2",-0.573410273062119,0.99998618434358,335.605934999314,1.25224987744669,-0.457904036078876,0.647021387083828,"ENSG00000005882"
"ITGA3",-1.18845634159974,0.99998618434358,224.138720261127,1.22791410595269,-0.967866022418294,0.333111285424246,"ENSG00000005884"
"ZFX",0.681406500634203,0.99998618434358,661.85290866528,1.13863359266905,0.598442295239973,0.549544851461891,"ENSG00000005889"
"LAMP2",0.118111744739785,0.99998618434358,1553.33911203172,1.18634872431656,0.0995590439125113,0.920694410437654,"ENSG00000005893"
"ITGA2B",1.05817323131932,0.99998618434358,30.6557517298508,1.60215038488242,0.660470603324156,0.508951877103844,"ENSG00000005961"
"ASB4",-1.3368256947276,NA,3.40356070671272,3.53913421929234,-0.377726757985148,0.70563358792691,"ENSG00000005981"
"GDE1",-0.284916668886549,0.99998618434358,1260.23290087934,1.14665087037315,-0.248477262127598,0.803765160723196,"ENSG00000006007"
"REX1BD",0.137414212454094,0.99998618434358,184.541331977812,1.21615588234662,0.112990624350678,0.910037988295935,"ENSG00000006015"
"CRLF1",2.07638370471775,NA,0.281439794793435,5.94815312189011,0.349080405660093,0.727028946424837,"ENSG00000006016"
"OSBPL7",1.54107627592391,0.99998618434358,75.4286792258456,1.49701227292758,1.02943463042568,0.303275482894397,"ENSG00000006025"
"TMEM98",1.23989572333675,NA,4.83438541464438,3.08109516764349,0.402420456322699,0.687374617681545,"ENSG00000006042"
"YBX2",-0.732346854987752,NA,1.13452167757118,5.84949351419789,-0.125198336096997,0.900366534483435,"ENSG00000006047"
"KRT33A",-4.4012484720344,NA,2.18922310697955,4.87646058692022,-0.902549788639644,0.366764885615569,"ENSG00000006059"
"MAP3K14",0.364611295557722,0.99998618434358,286.934437937003,1.47036707409425,0.247972973539497,0.804155317824743,"ENSG00000006062"
"ABCC8",3.52535799266322,NA,2.02308363712554,4.83756856856379,0.728745844673341,0.466157143924168,"ENSG00000006071"
"CACNG3",NA,NA,0,NA,NA,NA,"ENSG00000006116"
"TMEM132A",-0.796901620874849,0.99998618434358,316.251131142384,1.42574703063666,-0.558936195377518,0.576205265911588,"ENSG00000006118"
"AP2B1",-0.0644852362240112,0.99998618434358,1992.85171573394,1.12906491186762,-0.05711384309813,0.954454509226321,"ENSG00000006125"
"TAC1",-1.76500363467705,NA,0.325729005073147,6.1142170575278,-0.288672060227889,0.772832345567545,"ENSG00000006128"
"ZNF263",-0.246362120277037,0.99998618434358,545.785354420144,1.17057666809567,-0.210462182436821,0.833306964669264,"ENSG00000006194"
"CX3CL1",0.791525623022895,0.99998618434358,7.27342869538007,2.55250514508611,0.310097562211257,0.756486766030106,"ENSG00000006210"
"SPATA20",1.01028056326197,0.99998618434358,41.7591631317769,1.61110232209545,0.62707411528522,0.530610653662993,"ENSG00000006282"
"CACNA1G",0.225108966300718,NA,1.39874497192038,5.7165548686283,0.0393784318481899,0.968588675461525,"ENSG00000006283"
"TNFRSF12A",-0.978312605768424,0.99998618434358,2467.3651813849,1.29661989471929,-0.754509945245152,0.450543075865183,"ENSG00000006327"
"DLX6",-1.00756536140246,0.99998618434358,322.959745885061,1.17162287594611,-0.859974128269587,0.389803304104247,"ENSG00000006377"
"MAP3K9",-0.0362250149707397,0.99998618434358,154.489181139933,1.2865208190564,-0.0281573484347568,0.977536654742456,"ENSG00000006432"
"RALA",-0.591816917408697,0.99998618434358,1207.53286213255,1.22063167181704,-0.484844798863619,0.627786441843798,"ENSG00000006451"
"BAIAP2L1",-0.229909072418922,0.99998618434358,835.942306413725,1.2499076332542,-0.183940849949321,0.85405985789535,"ENSG00000006453"
"KDM7A",0.0282916859791423,0.99998618434358,1883.06068989619,1.15057718475924,0.024589124792234,0.980382693837019,"ENSG00000006459"
"ETV1",1.65640203164853,NA,2.27163104546919,4.17249888786137,0.396980820406528,0.691381604102118,"ENSG00000006468"
"AGK",-0.0710214165886817,0.99998618434358,164.239244749849,1.2181232764757,-0.0583039647630428,0.95350650946542,"ENSG00000006530"
"ALDH3B1",-0.0275952698996227,0.99998618434358,494.321828717827,1.19656858856887,-0.0230620042705846,0.981600813818839,"ENSG00000006534"
"TTC22",-0.389539332931131,0.99998618434358,17.7561121858366,1.86903893007088,-0.208416917734485,0.834903447913885,"ENSG00000006555"
"PHTF2",-0.0737689968127493,0.99998618434358,373.294997498369,1.1783576608514,-0.0626032309744128,0.95008245652104,"ENSG00000006576"
"CCL26",NA,NA,0,NA,NA,NA,"ENSG00000006606"
"FARP2",0.220443721881407,0.99998618434358,398.358619905081,1.16445066045213,0.189311346000536,0.849848803291662,"ENSG00000006607"
"USH1C",NA,NA,0,NA,NA,NA,"ENSG00000006611"
"GGCT",-0.0449674699447066,0.99998618434358,433.573093904354,1.1910057544356,-0.0377558796649273,0.969882322196421,"ENSG00000006625"
"DBF4",-0.113074658315494,0.99998618434358,75.4924315335621,1.33117648745761,-0.0849434011048774,0.932306387359569,"ENSG00000006634"
"TBXA2R",1.33958813279455,0.99998618434358,14.8171485082567,2.15813959283841,0.620714312104671,0.534787610924204,"ENSG00000006638"
"IFRD1",-0.295232909272653,0.99998618434358,1940.36236252334,1.12047420964849,-0.263489250114265,0.79217350807233,"ENSG00000006652"
"LGALS14",-0.401083351964391,0.99998618434358,13038.5692038878,1.30632726001641,-0.307031296246053,0.758819550983384,"ENSG00000006659"
"COX10",-0.0571693490265947,0.99998618434358,335.579092110776,1.2013908225588,-0.0475859711536931,0.962046212761162,"ENSG00000006695"
"GTF2IRD1",-0.534511348191166,0.99998618434358,36.0235814991035,1.6918648471691,-0.315930287862847,0.752055422035192,"ENSG00000006704"
"PAF1",-0.3123272235893,0.99998618434358,1016.8277991015,1.12996417538108,-0.276404535996877,0.782237373161106,"ENSG00000006712"
"VPS41",-0.0453422725396803,0.99998618434358,1091.57678457335,1.12870617936311,-0.0401719006847871,0.967956079545443,"ENSG00000006715"
"ARHGAP44",0.761997179315373,0.99998618434358,72.9484524734932,1.36624761041621,0.557729926483267,0.577028819003277,"ENSG00000006740"
"ELAC2",0.24860731564214,0.99998618434358,595.139187555709,1.1526052556643,0.21569163806984,0.829228119661627,"ENSG00000006744"
"SCIN",-0.406297897684601,0.99998618434358,1935.86742233455,1.13302946589151,-0.358594290718563,0.719898618466906,"ENSG00000006747"
"ARSD",-0.490608068896423,0.99998618434358,489.301266595319,1.16069617452806,-0.422684316243141,0.672525599990226,"ENSG00000006756"
"PNPLA4",-0.718079469578746,0.99998618434358,163.979009708593,1.25625266665085,-0.571604334574777,0.567590058220888,"ENSG00000006757"
"MYH13",-0.508573173460242,NA,1.08946385596684,5.85207068776368,-0.0869048240520465,0.930747164991503,"ENSG00000006788"
"ADIPOR2",0.534092597782764,0.99998618434358,898.353840991192,1.13935701214074,0.468766674616989,0.639236422898124,"ENSG00000006831"
"CDKL3",-0.226761256743894,0.99998618434358,29.1214683613977,1.65719661908801,-0.13683425016199,0.891161810547513,"ENSG00000006837"
"UPP2",-1.92214557726661,NA,0.404012030586705,6.10591523343271,-0.314800566955462,0.752913081236791,"ENSG00000007001"
"PRSS21",-1.19754794273205,NA,5.03818847706312,3.01940930036234,-0.396616630474159,0.691650186984282,"ENSG00000007038"
"MARK4",1.25825419840485,0.99998618434358,299.755204238199,1.51486599395228,0.830604293335594,0.406197208561854,"ENSG00000007047"
"PROM1",-0.00985070371307685,0.99998618434358,35.462306095994,1.77610730561424,-0.00554623230361079,0.995574769561527,"ENSG00000007062"
"CCDC124",-0.549819592838933,0.99998618434358,773.00857291204,1.17409043597268,-0.468294073431775,0.639574306058719,"ENSG00000007080"
"CEACAM21",0.540530049578468,0.99998618434358,15.4153141280714,2.2082013689728,0.24478295194152,0.806624494798533,"ENSG00000007129"
"PAFAH1B1",-0.316827251668692,0.99998618434358,3640.71409513243,1.14640021988527,-0.276367054169268,0.782266158618611,"ENSG00000007168"
"NOS2",0.581892818428727,NA,4.85382748404259,3.40290851235928,0.170998666674495,0.864224813994398,"ENSG00000007171"
"DNAH9",-3.11681145566189,NA,5.15477796787172,3.21333072548281,-0.969962858458518,0.332065005858939,"ENSG00000007174"
"BLTP2",0.183943664390381,0.99998618434358,1469.94871117441,1.12694464929142,0.163223335330656,0.870342593648709,"ENSG00000007202"
"SLC13A2",NA,NA,0,NA,NA,NA,"ENSG00000007216"
"GAS7",-0.306718346417735,0.99998618434358,2222.81371280421,1.11892864913836,-0.274117877537524,0.783994035559068,"ENSG00000007237"
"TRAPPC6A",-0.0823092711912555,0.99998618434358,237.801104976874,1.20240112581425,-0.0684540869300309,0.945424167619046,"ENSG00000007255"
"MATK",0.81408088755093,0.99998618434358,34.5854842766178,1.56037922443323,0.521719896550548,0.601865369428828,"ENSG00000007264"
"CEACAM7",NA,NA,0,NA,NA,NA,"ENSG00000007306"
"CD79B",0.842135471366526,0.99998618434358,432.96720251703,1.56468119601224,0.538215371612312,0.59042836898966,"ENSG00000007312"
"SCN4A",-3.24253493165156,0.99998618434358,5.62447612095307,3.14742682218857,-1.03021773494224,0.30290780626224,"ENSG00000007314"
"ST7L",0.614221421391327,0.99998618434358,103.174562321204,1.29007255605987,0.476113857709894,0.633993264918231,"ENSG00000007341"
"TKTL1",3.26921241851329,0.99998618434358,12.0829871389542,2.25055264706395,1.45262650166317,0.146327483762597,"ENSG00000007350"
"PAX6",0.217423545012303,0.99998618434358,5.89842809874708,2.76915432985786,0.078516225212866,0.937417424211958,"ENSG00000007372"
"RPUSD1",-0.276987958940008,0.99998618434358,159.371479221034,1.23196063237909,-0.22483507318339,0.822107580070215,"ENSG00000007376"
"RHBDF1",-0.451182469845847,0.99998618434358,289.859991569172,1.31851803798921,-0.34218907655895,0.732208605234253,"ENSG00000007384"
"LUC7L",-0.236441364024057,0.99998618434358,692.053040789592,1.13688682837454,-0.207972647868662,0.83525032423371,"ENSG00000007392"
"CACNA2D2",0.696520824086497,NA,3.33314130706588,3.53923905774653,0.196799598083656,0.843984365648817,"ENSG00000007402"
"BAIAP3",-1.08790110191581,0.99998618434358,80.0667958602191,1.61199312427361,-0.674879492681483,0.499752330498563,"ENSG00000007516"
"TSR3",-0.387692863249118,0.99998618434358,981.651758506689,1.16803869965446,-0.331917823753451,0.739951311244595,"ENSG00000007520"
"PIGQ",0.446074889109596,0.99998618434358,203.882983994997,1.22490206693185,0.364171880472804,0.715729663518423,"ENSG00000007541"
"CRAMP1",-0.166327798197035,0.99998618434358,259.845220615964,1.18113924908246,-0.14081980454569,0.88801229720434,"ENSG00000007545"
"TEAD3",-0.603678590815881,0.99998618434358,4918.82015109815,1.18793336033307,-0.508175467558738,0.611330293770163,"ENSG00000007866"
"SELE",3.07635152549312,NA,0.56287958958687,5.86003123706059,0.524971864661294,0.599602749827581,"ENSG00000007908"
"DNAJC11",-0.200827945357607,0.99998618434358,628.614574439027,1.1419168002214,-0.175869157296459,0.860396736553447,"ENSG00000007923"
"FMO3",-0.909593128095982,NA,2.67381967105287,3.89656996488221,-0.233434311790543,0.815424172053168,"ENSG00000007933"
"MYLIP",-0.591079377558092,0.99998618434358,5656.53526342056,1.16806859073407,-0.506031394257961,0.612834610795846,"ENSG00000007944"
"NOX1",NA,NA,0,NA,NA,NA,"ENSG00000007952"
"E2F2",-0.120779877517013,0.99998618434358,85.689933529793,1.54718732415283,-0.0780641591561293,0.937777017009809,"ENSG00000007968"
"PSMB1",-0.443714324470654,0.99998618434358,3472.65683122983,1.15179405274658,-0.385237554762996,0.700061421762267,"ENSG00000008018"
"SYN1",1.15683580451071,0.99998618434358,17.1477973616664,1.96201786536975,0.589615326613091,0.555448573961948,"ENSG00000008056"
"JARID2",0.567121008508333,0.99998618434358,480.61376683933,1.3308032708558,0.426149394826505,0.669998989404481,"ENSG00000008083"
"CDKL5",-0.327637185856609,0.99998618434358,286.721485207193,1.26162870420676,-0.259693826530848,0.795099955023567,"ENSG00000008086"
"CAMK1G",3.66129554720261,NA,0.844319384380305,5.83036087109281,0.627970657074672,0.530023162408209,"ENSG00000008118"
"CDK11A",-0.322609934532083,0.99998618434358,541.312233142112,1.15163336625201,-0.280132500486693,0.779375850733589,"ENSG00000008128"
"NADK",-0.0339061806718163,0.99998618434358,2724.22388509869,1.12609027666371,-0.0301096469567882,0.975979607061482,"ENSG00000008130"
"TFAP2B",0.418471481076205,0.99998618434358,41.4818292277423,1.50150460004926,0.278701431259336,0.780473964032724,"ENSG00000008196"
"TFAP2D",NA,NA,0,NA,NA,NA,"ENSG00000008197"
"DLEC1",-0.515188122790216,0.99998618434358,7.43798443528781,2.57809834984426,-0.199832610273125,0.841611496372039,"ENSG00000008226"
"CYTH3",-0.470258347003401,0.99998618434358,6516.48804391605,1.34862587947581,-0.348694440882436,0.727318718173805,"ENSG00000008256"
"ADAM22",-0.536006849863531,NA,4.94640753135704,2.97539820702509,-0.18014625692722,0.85703774881288,"ENSG00000008277"
"SYPL1",-0.0939477595249192,0.99998618434358,1070.07645174788,1.15068468174383,-0.0816450944515436,0.934928940784348,"ENSG00000008282"
"CYB561",-1.00571424977639,0.99998618434358,539.04195926345,1.26065224804157,-0.797772939634042,0.425002267381942,"ENSG00000008283"
"SPAG9",-0.150792729127709,0.99998618434358,1458.66357009862,1.1293689955507,-0.133519451766231,0.893782581715536,"ENSG00000008294"
"CELSR3",0.975948859270715,0.99998618434358,12.3327034633311,2.14946174821416,0.454043371593639,0.64979761033484,"ENSG00000008300"
"AASS",1.22827621664636,0.99998618434358,28.0341175253727,1.67391293030256,0.733775451763999,0.463085604254298,"ENSG00000008311"
"PLEKHG6",-1.14384451542384,0.99998618434358,1565.6896822951,1.26737504672571,-0.902530405959142,0.366775176919329,"ENSG00000008323"
