"","WT_1.gProcessedSignal","WT_2.gProcessedSignal","RNA5_TLR4_1.gProcessedSignal","RNA5_TLR4_2.gProcessedSignal"
"PTRH2",12.8454639534914,12.8731430701962,12.8275998798496,12.7564078500091
"NARS",12.820416216777,12.9936840691166,12.7987294790375,12.6871784001456
"LINC01949",12.020715817644,12.2756144231442,13.4639344449253,13.5209181777427
"POP5",12.8635688743061,13.0147878147904,12.6931001449006,12.708993158763
"MRPL33",12.8226106874057,13.0136355428674,12.7793885263925,12.6574991370984
"TNNT1",13.1349234679608,12.705228725281,12.7312191932703,12.6968107613849
"DNAJA1",12.705228725281,13.1211476274799,12.7734273905618,12.6678313815122
"HNRNPDL",13.0211347520793,12.9788361167572,12.705228725281,12.541657646906
"ASPM",12.736784704569,12.8676481263297,12.8676481263297,12.7734273905618
"SUPT4H1",12.8487143925432,12.8184728572741,12.8148875172723,12.7586269140292
"FHL2",12.6542308614328,12.3758982519328,13.2147188932194,12.9954025803173
"VAT1",12.7955862397544,12.6645712285299,12.851260182865,12.9259480461955
"MRPL37",12.7312191932703,12.7945918831417,12.8226106874057,12.8847745286334
"DNAJC9",13.075638393967,12.9179755316218,12.603457599643,12.6279342905832
"INKA1",12.2940715435567,12.3314218022217,13.2717209798892,13.327746493251
"YME1L1",12.7702236016626,12.9246625831546,12.7341582261489,12.7893079609637
"PTPN12",12.6983884821419,12.9454683558507,12.8684362660775,12.7005235594387
"ABR",12.6310748926094,12.8586033351475,12.8853515786691,12.8268159068858
"MLLT1",12.8090631410084,12.8487143925432,12.7924380739156,12.7497569817414
"NONO",12.8968651288098,12.9400730349566,12.6537058743736,12.7045662913001
"HAX1",12.9954025803173,13.0598964350415,12.57125486301,12.5683012447579
"lnc-PCDH7-13",12.96252064619,12.8954865829538,12.7622565163422,12.569116983329
"C4orf48",12.8853515786691,12.7005235594387,12.7667051184703,12.8244891410629
"AMZ1",12.2123166602268,12.3308187372844,13.2806967353987,13.3514083278754
"PPP6C",12.8709767778023,12.9012219156084,12.7807481321756,12.6130314333539
"PSMC3",12.948730998027,12.9736721283767,12.6319428681492,12.6081694355067
"TUBB3",12.8294313682553,13.1366677196939,12.524979351526,12.6686159999445
"EBP",13.0938955873055,12.848461298834,12.6310748926094,12.5839801253545
"BCL3",12.6896789609158,12.9313059095219,12.7961547793498,12.736784704569
"RPA3",13.3429947506741,13.2577409439772,12.2511413898002,12.3014242100678
"NDUFC2",12.9589891286592,12.948730998027,12.6859809764062,12.5444428042488
"TGFBR2",13.1966083424023,13.1505836066653,12.4183805627101,12.3685146173219
"RBBP4",12.819672772511,12.6619012284076,12.8454639534914,12.801873004641
"RBM14-RBM4",12.873777497153,12.7772517436751,12.7349611614811,12.7425181764138
"SCARB2",12.9400730349566,12.495491076356,12.916355436028,12.7702236016626
"ID2",13.1911476059352,12.6355514380846,12.6006849665095,12.6828840349919
"MRPL53",12.8975465931665,12.7321772844145,12.77453371364,12.6931001449006
"U2AF1L5",12.8154217271484,12.8883182514591,12.7839154618565,12.6060056096234
"POLDIP2",12.7924380739156,12.7955862397544,12.708993158763,12.7857809498778
"MAP3K21",12.7793885263925,12.7871174674162,12.6766231117541,12.8357957270843
"KLF6",12.8101430237141,12.5699240526342,12.8635688743061,12.813549967533
"GNL3",12.7146216221018,12.6038208656584,12.8322698962585,12.9041451274058
"CTDNEP1",12.6559449143802,12.7464783935498,12.7970899115568,12.8441322765723
"NINJ1",12.6416113147607,12.6965208884608,12.8763597783437,12.8275998798496
"KLF17",12.067324762243,12.2545779377911,13.3048087627408,13.4107435840248
"EPDR1",12.5344517469298,12.8941591690428,12.8904643788549,12.7181755046846
"PTPRF",12.7548981896627,12.6537058743736,12.8294313682553,12.7939295247294
"RHOA",12.710045749809,12.8101430237141,12.7871174674162,12.7238778355591
"PYGL",12.6111801130292,12.603457599643,12.9057436827839,12.9022091880494
"PIK3R2",12.8005148787333,12.7924380739156,12.7375412450828,12.6807062092662
"CXCL1",12.8831042369226,13.0907062426576,12.548885774896,12.4869314823283
"PET100",12.77453371364,12.6828840349919,12.7611731725241,12.7871174674162
"CD24",12.9012219156084,11.5565562206121,13.4096569792683,13.1377718317939
"NDUFA13",12.6917633956855,12.5562593304298,12.8883182514591,12.8668884516407
"PSPH",12.6965208884608,12.6889855954205,12.8375983950836,12.7788660475962
"IMPDH2",12.6091320425432,12.6648848995607,12.8586033351475,12.8676481263297
"RRS1",12.5937005542101,12.8763597783437,12.736784704569,12.7772517436751
"NCAPH2",12.9855332224386,12.8700318753773,12.5540423735557,12.5696702806799
"FADS1",12.9253208129365,12.7839154618565,12.6123002375024,12.6551198686121
"ACTN1",12.6998458780436,12.6206722459405,12.7524194329554,12.8999127749973
"EIF5A",12.6845260134319,12.8244891410629,12.6619012284076,12.7945918831417
"PTTG2",12.9259480461955,12.9502351284966,12.5671014671279,12.5218240739431
"UQCRC2",12.7807481321756,12.8525147102046,12.6669978155309,12.6626816460963
"GGCT",12.6981242422363,12.8591145904587,12.7005235594387,12.6965208884608
"KCTD13",12.6440384455512,12.7136896397054,12.7227538210026,12.8684362660775
"PSMD9",12.7464783935498,12.7587852694447,12.7436374980357,12.694946924918
"CTPS1",12.5671014671279,12.8165769697071,12.8044027457249,12.7548981896627
"CTSA",12.7772517436751,12.6141892810701,12.7586269140292,12.7924380739156
"STK40",12.7160869626035,12.9716583405347,12.6172964552142,12.6321916521785
"KPNA6",12.7425181764138,12.8306933055815,12.7028160463542,12.6603941578924
"CYCS",13.1364085449735,13.5443031607597,12.2034566075782,12.0502484016839
"TIMM23",12.8904643788549,12.8709767778023,12.6444660265137,12.520183159183
"TIMM10",12.7483057653287,12.9104811341372,12.5839801253545,12.6818005500316
"PTPRS",12.5052388392403,12.2952101064316,13.0679040503162,13.0528990998853
"NOP16",12.7734273905618,12.7970899115568,12.6712360323165,12.6786528422748
"NDUFS1",12.7063185019697,12.6998458780436,12.7637454802675,12.7488692982111
"PTP4A1",12.6444660265137,12.8535076158014,12.7425181764138,12.6737575569836
"YTHDF2",12.8954865829538,12.6542308614328,12.7304704287191,12.6339433476429
"ACAT2",13.0440613382977,12.8908041026972,12.4967609677363,12.48229738348
"TMEM205",12.8847745286334,12.2834966003247,12.8306933055815,12.9144036891502
"UPF1",12.8123226650745,12.8968651288098,12.6188253928653,12.5807410379542
"NPIPB12",12.5907840566497,12.764642748332,12.7799692078337,12.764642748332
"WDR5",12.6365415017903,12.6574991370984,12.8090631410084,12.7596054229182
"LAMTOR2",12.8144785003576,12.6349306983067,12.6896789609158,12.7227538210026
"NIT2",12.6206722459405,12.783203657209,12.7173476798028,12.7397059992777
"STUB1",12.708993158763,12.7524194329554,12.6871784001456,12.7077357930938
"SPCS1",12.781513693779,12.7881421040084,12.6456429597772,12.6355514380846
"UBR4",12.372037782262,12.6712360323165,12.9302346222245,12.877245442426
"SCRN1",12.541657646906,12.812990594129,12.781513693779,12.713194427291
"HP1BP3",12.8016058410492,12.6533383490443,12.6574991370984,12.7136896397054
"NDUFB5",12.7271107782058,12.8465367021885,12.6069584710953,12.6440384455512
"TRIB3",13.3124358433592,13.3644523008852,11.9655537002863,12.1797204889529
"COX16",12.8165769697071,12.7446021568308,12.6334397630873,12.6237672554646
"ITGA3",12.588366415039,12.303921376352,12.9349875586669,12.9890653230017
"TPM4",12.3155068130614,12.4772247878874,12.8975465931665,13.1120738982386
"ZNF727",12.167295400001,12.5464671587639,12.8908041026972,13.196877910438
"RAB2A",12.7130144550988,12.6981242422363,12.682410628618,12.705228725281
"SZRD1",12.6024045435186,12.7198065766908,12.7185746603537,12.7483057653287
"LINC02138",12.8676481263297,12.5575429359473,12.6237672554646,12.739064908659
"GANAB",12.6161368555955,12.5784047414403,12.7446021568308,12.8454639534914
"FOPNL",12.7248116903615,12.6638102888855,12.7262648385037,12.666347674
"SF3B2",12.7871174674162,12.7622565163422,12.6111801130292,12.6188253928653
"EMG1",12.6771852809993,12.8684362660775,12.5459862564682,12.6845260134319
"MRTO4",12.7655833291278,12.6091320425432,12.6024045435186,12.7970899115568
"ATP6AP1",13.2208883251513,13.0702888963385,12.2281480942833,12.2542188207356
"PIM3",12.6859809764062,12.6978206095712,12.7146216221018,12.6748177557153
"GPR150",12.8394777061794,12.6081694355067,12.4527381863399,12.8709767778023
"ACTN4",12.594405879448,12.3440853183072,12.8357957270843,12.9936840691166
"SIAH2",12.366265120252,12.6403534452551,12.9589891286592,12.7987294790375
"LOC101927851",12.6172964552142,12.6290881268992,12.6141892810701,12.8968651288098
"SMS",12.5677601086467,12.9635718971428,12.6978206095712,12.5271609717489
"TIMM9",12.3916428481675,12.8226106874057,12.7564078500091,12.783203657209
"NDUFA10",12.7028160463542,12.666347674,12.6349306983067,12.7464783935498
"FKBP11",12.6130314333539,12.6854718025913,12.6694171753557,12.781513693779
"METAP1",12.6123002375024,12.7586269140292,12.7939295247294,12.5801195214639
"UCK2",12.5290676609651,12.77453371364,12.7587852694447,12.6726869698239
"CCDC167",12.6648848995607,12.6416113147607,12.6845260134319,12.7436374980357
"EIF3L",12.5534737687236,12.3242286673201,12.9179755316218,12.9381716972422
"SHC1",12.6551198686121,12.6501634010481,12.7198065766908,12.7032426456643
"EZR",13.1926637279369,13.2217861784479,12.1212899029336,12.1916727200417
"GTF2A2",12.6188253928653,12.9057436827839,12.6612013036701,12.5396332718532
"RXRA",12.3951470725822,12.5569850504908,12.9246625831546,12.848461298834
"TPGS2",12.7564078500091,12.7637454802675,12.615115840552,12.5831188406943
"PELP1",12.6756325794141,12.6880483558636,12.6756325794141,12.6771852809993
"TIPRL",12.6587205985796,12.9349875586669,12.566179013107,12.555886840524
"HIST1H1D",12.5778272697954,12.7713825138013,12.5344517469298,12.8301155704517
"SCYL1",12.7332914058091,12.7262648385037,12.6130314333539,12.6403534452551
"CASKIN1",12.7987294790375,12.5228607207639,12.7418348591705,12.6486506293395
"PRPF40A",12.5994807904595,12.5296582051588,12.6998458780436,12.8812894835369
"RBM39",12.812990594129,12.4184924244454,12.6880483558636,12.7881421040084
"HIST1H1E",12.7199211280872,12.6510361431168,12.5180992169444,12.8184728572741
"SNRPD3",12.6807062092662,12.8394777061794,12.592133404957,12.5893626457391
"IFITM4P",12.7599600784456,12.6771852809993,12.5724474303136,12.6854718025913
"HNRNPF",12.7637454802675,12.6905695443862,12.6478770166687,12.5925235648042
"GART",12.5009552392734,12.8558980851821,12.6559449143802,12.6782766547862
"ALG5",12.7776793545677,12.739064908659,12.594405879448,12.575846814172
"TRAM1",12.8244891410629,12.8044027457249,12.6678313815122,12.3884166080033
"STARD7",12.6678313815122,12.7702236016626,12.6233348641531,12.6172964552142
"HEBP1",12.5562593304298,12.7548981896627,12.7119992745168,12.6533383490443
"PRMT1",12.6296802636181,12.7349611614811,12.7130144550988,12.5907840566497
"FKBP3",12.6403534452551,12.6917633956855,12.7238778355591,12.6106698470706
"PPP1R16A",12.7693958730222,12.6132804988248,12.6389270110159,12.6389270110159
"RBMS1",12.5358841980186,12.736784704569,12.7397059992777,12.6349306983067
"SARNP",12.6098771732269,12.6517142586138,12.7532809544947,12.6290881268992
"GTPBP6",12.695539467846,12.604318576935,12.6782766547862,12.6645712285299
"CDKN3",12.8836591880491,12.8692401021004,12.4882158399415,12.4011288097459
"LOC105374347",12.5989165766109,11.5667140952884,13.1911476059352,13.2817290319543
"DCUN1D5",12.6527524009092,12.8016058410492,12.6249088623053,12.5575429359473
"HIST2H2AC",12.7667051184703,12.6527524009092,12.435536960801,12.7807481321756
"LBHD1",12.5527018537705,12.7199211280872,12.6527524009092,12.710045749809
"TOX2",13.3808458473315,12.5989165766109,12.2487671733736,12.4057244299227
"HSPA9",12.6811243358166,12.7341582261489,12.6416113147607,12.5744750144981
"HM13",12.526494504784,12.4043637075529,12.9082196803266,12.790832648423
"MAP1S",12.8549723124601,12.7893079609637,12.5218240739431,12.4633509964433
"CKLF",12.7532809544947,12.7807481321756,12.5390818449124,12.5407360646171
"TCEAL4",12.783203657209,12.6310748926094,12.5696702806799,12.6296802636181
"TOP1MT",12.5381640737072,12.4645786193475,12.8050973930092,12.8044027457249
"UQCRC1",12.6083044592624,12.5671014671279,12.764642748332,12.6712360323165
"PCBP1-AS1",12.9082196803266,12.5211697496834,12.549695679729,12.6310748926094
"RNF126",12.6968107613849,12.6188253928653,12.6807062092662,12.6132804988248
"MRPL34",12.4869314823283,12.5925235648042,12.8441322765723,12.6811243358166
"ATP6V0B",12.7553375772816,12.5893626457391,12.6321916521785,12.6252298297493
"QSOX1",12.7181755046846,12.6859809764062,12.5989165766109,12.5989165766109
"EMC4",12.8050973930092,12.8383999394392,12.520183159183,12.4308326349431
"GSS",12.8428538939893,12.7776793545677,12.4315597626938,12.5344517469298
"PIGT",12.6389270110159,12.4786073034454,12.734792381966,12.7262648385037
"SQLE",13.0055402396523,13.0810043177721,12.3263595452838,12.1651330981279
"TPRN",12.8752212246053,12.5896994558285,12.5784047414403,12.5327867379843
"DUSP12",12.5831188406943,12.5512652014432,12.7483057653287,12.6880483558636
"GABARAP",12.615115840552,12.412045449138,12.8165769697071,12.7248116903615
"CEP170B",12.6517142586138,12.7857809498778,12.5896994558285,12.5381640737072
"PIGS",12.8383999394392,12.8275998798496,12.4362032559894,12.4539929186117
"SYNCRIP",12.7768103362795,12.8050973930092,12.48229738348,12.4882158399415
"PELO",12.8343500057554,12.5137783090352,12.6854718025913,12.5137783090352
"CPSF7",12.7468569008606,12.5235450984204,12.6645712285299,12.6123002375024
"KTN1",12.6478770166687,12.5683012447579,12.713194427291,12.6161368555955
"NDOR1",12.7799692078337,12.8217813286602,12.4577144993091,12.4855918749825
"LSM5",12.5801195214639,12.8682763213862,12.5396332718532,12.5534737687236
"PSMC6",12.7939295247294,12.8322698962585,12.5143123103606,12.3994824569125
"BCLAF1",12.848461298834,12.820416216777,12.4664684123553,12.4043637075529
"MGRN1",12.6349306983067,12.6519740229091,12.6403534452551,12.6001768189866
"MSH6",12.7857809498778,12.524979351526,12.6081694355067,12.6083044592624
"NAE1",12.488759787541,12.6270439182324,12.7476125533894,12.6527524009092
"C4orf3",12.7418348591705,12.6373567755179,12.5893626457391,12.5455068324697
"CYGB",12.8796833244756,12.5715889119792,12.3558578527446,12.6978206095712
"EIF4EBP2",12.6249088623053,12.8144785003576,12.5009552392734,12.5624528746466
"TEX10",12.548885774896,12.6456429597772,12.6626816460963,12.6454111808353
"KNSTRN",12.4939115908455,12.8716649597901,12.6083044592624,12.526494504784
"KARS",12.5540423735557,12.7181755046846,12.5886886003985,12.615115840552
"TRIM47",12.2737588974256,12.1925622853275,13.0259585199844,12.9820913319225
"PPIL1",12.6712360323165,12.7488692982111,12.5211697496834,12.5254334528744
"TUSC8",12.6978206095712,12.363957400058,12.6373567755179,12.7622565163422
"MLH1",12.6339433476429,12.8154217271484,12.4076161148598,12.604318576935
"YJU2",12.9262332725723,12.6015532149858,12.4610193795475,12.4710990964776
"PARP1",12.5197531715223,12.5306039132173,12.6355514380846,12.7723798769607
"ZMPSTE24",12.6373567755179,12.7301721198639,12.5925235648042,12.495491076356
"CD72",12.8217813286602,12.4258957844311,12.5569850504908,12.6416113147607
"ERP29",12.5281994129869,12.491826538421,12.6889855954205,12.7271107782058
"PLEKHO1",12.3732875661975,12.3752410342064,12.9151807812587,12.7667051184703
"COX6B2",12.6939163966396,12.3031310980379,12.5801195214639,12.8306933055815
"MRPL16",12.5327867379843,12.7295132891497,12.6001768189866,12.5370972948303
"ALCAM",12.4050409614968,12.433985564149,12.7470540566382,12.8101430237141
"EIF4E",12.6638102888855,12.7693958730222,12.5778272697954,12.3846802581485
"VARS",12.5886886003985,12.5162228129144,12.6206722459405,12.6669978155309
"SEPT2",12.5235450984204,12.4308326349431,12.7332914058091,12.7042210783676
"DMAC2",12.6060056096234,12.4691942471129,12.694946924918,12.6111801130292
"COPS3",12.739064908659,12.8074241420018,12.432584022083,12.3959003927503
"MRPS36",12.5744750144981,12.7564078500091,12.5317168676301,12.5086522012978
"FAM49B",12.4798873570833,12.6818005500316,12.6451189624853,12.5632205606009
"RPS6KB2",12.7032426456643,12.5677601086467,12.5223290072608,12.5715889119792
"TMEM201",12.5875696663435,12.5581600691825,12.4948670302121,12.7160869626035
"ANXA7",12.7611731725241,12.7961547793498,12.4055072314228,12.3922390664542
"MRPL19",12.517005614129,12.656600093656,12.6015532149858,12.5781756068727
"BTG3",12.470703371668,12.6389270110159,12.6517142586138,12.5886886003985
"NDUFS3",12.5851070549797,12.7160869626035,12.5309587119576,12.517005614129
"ALG8",12.6612013036701,12.819672772511,12.4137300974318,12.4391551930726
"PRPF31",12.5444428042488,12.6296802636181,12.5030503577162,12.6517142586138
"COPS6",12.592133404957,12.6587205985796,12.5624528746466,12.4939115908455
"DENND4B",12.4239675397849,12.682410628618,12.5472460343795,12.6519740229091
"TRIP12",12.555886840524,12.8090631410084,12.474873849436,12.4566489608388
"HIST2H2AB",12.6943984964308,12.575846814172,12.3314218022217,12.6905695443862
"MIEN1",12.6141892810701,12.5086522012978,12.5744750144981,12.594405879448
"HKDC1",12.5512652014432,12.4539929186117,12.7042210783676,12.5784047414403
"SCNM1",12.5896994558285,12.5875696663435,12.5859906947693,12.5235450984204
"ACTR2",12.3689692756565,12.3510055569848,12.575846814172,12.9900546912449
"OAT",12.694946924918,12.7248116903615,12.5407360646171,12.3250551907732
"PDCD2",12.4183805627101,12.734792381966,12.6106698470706,12.5149319158847
"HMOX2",12.6537058743736,12.5994807904595,12.5063211617503,12.5104368673252
"COX17",12.7470540566382,12.9855332224386,12.2699429436457,12.2632982740138
"KIF2C",12.6880483558636,12.7553375772816,12.3604208749899,12.4610193795475
"PITX1",12.6355514380846,12.6845260134319,12.4575827976483,12.4837163545142
"TSC22D1",13.0300555402331,12.446233685617,12.4258957844311,12.3561514414998
"TFDP1",12.5839801253545,12.6896789609158,12.5651074135709,12.4166584066482
"ADAMTSL5",12.7586269140292,12.4575827976483,12.5086522012978,12.5281994129869
"KIF5B",12.5390818449124,12.8064925285446,12.5271609717489,12.3789289642563
"NXT1",12.4772247878874,12.5197531715223,12.6339433476429,12.603457599643
"GALR3",12.6006849665095,12.4386052476902,12.6440384455512,12.548885774896
"SMIM29",12.8375983950836,12.9262332725723,12.144018110248,12.3242286673201
"SRP72",12.4315597626938,12.4830927835562,12.5851070549797,12.7304704287191
"TCOF1",12.4894822456881,12.5600424452077,12.5512652014432,12.6270439182324
"RANBP3",12.491826538421,12.3908930123317,12.6917633956855,12.6501634010481
"NDUFB6",12.6237672554646,12.548885774896,12.5290676609651,12.5211697496834
"NUP205",12.4108518332345,12.5696702806799,12.6098771732269,12.6192906193152
"ATOX1",12.6454111808353,12.7436374980357,12.4184924244454,12.4000956916671
"HIGD1A",12.6081694355067,12.7468569008606,12.4762987106992,12.3752410342064
"RAB10",12.5306039132173,12.5851070549797,12.5818636658353,12.5056781086347
"YIF1A",12.6889855954205,12.6073599260804,12.4588257178722,12.4452292612833
"HSD17B10",12.6694171753557,12.6024045435186,12.4614141901758,12.4598122947365
"BRD7",12.4593678544964,12.6006849665095,12.5646923082661,12.566179013107
"MTA1",12.2458280847737,12.3520976753156,12.8451113771943,12.7446021568308
"FAM162A",12.5121253898798,12.5381640737072,12.5549630485499,12.5795177006622
"ZC3H15",12.5354409501392,12.7077357930938,12.5581600691825,12.3716562555219
"ASPH",12.4284919915866,12.2847619187755,12.5015002047065,12.9476871208836
"PIN1",12.5522278740824,12.4166584066482,12.5875696663435,12.6006849665095
"ZNF254",12.0645923736094,12.3127244742181,12.7652826701265,13.0132170406375
"SDC1",12.7227538210026,12.8786124057369,12.2288821751212,12.3155068130614
"UBE2L3",12.603457599643,12.7734273905618,12.3807776526786,12.3857915579275
"SSR2",12.5715889119792,12.6931001449006,12.4691942471129,12.4050409614968
"SCGB3A1",12.6038208656584,12.398364682219,12.5254334528744,12.6073599260804
"ANP32A-IT1",12.0487750656302,12.1031166951878,12.9573250620647,13.0256624312595
"DEGS1",12.4664684123553,12.4272756292338,12.6965208884608,12.5436505341967
"MPV17",12.5603505315837,12.441456388656,12.5189492519418,12.6038208656584
"GINS1",12.4907650295331,12.5624528746466,12.5235450984204,12.5399186021107
"TNPO2",12.6233348641531,12.4855918749825,12.495491076356,12.5092334535399
"RELB",12.0015475668405,12.3517809185318,12.9419672816912,12.8144785003576
"TMEM256",12.4997032256538,12.3037008273529,12.6051116539913,12.6981242422363
"DNAJB6",12.4308326349431,12.4202300115167,12.6818005500316,12.5699240526342
"BZW1",12.5407360646171,12.7987294790375,12.4011288097459,12.3594849967173
"EMC6",12.5149319158847,12.5534737687236,12.5381640737072,12.4894822456881
"NDC80",12.7413230810145,12.8847745286334,12.2396703821935,12.2295094765975
"TIMM17B",12.441456388656,12.5290676609651,12.5149319158847,12.6069584710953
"FBXL6",12.6001768189866,12.4098481206139,12.5354409501392,12.5317168676301
"MCM5",12.6073599260804,12.4664684123553,12.4869314823283,12.5162228129144
"MTHFS",12.4076161148598,12.4491279591934,12.6279342905832,12.5896994558285
"GEMIN7",12.363957400058,12.5030503577162,12.5683012447579,12.6373567755179
"XLOC_l2_012953",12.6279342905832,12.1961379430884,12.6486506293395,12.5976041866857
"MRPS22",12.5600424452077,12.6486506293395,12.4485732369617,12.4084612940331
"HADHB",12.4212584509041,12.5603505315837,12.569116983329,12.5128053149102
"G3BP2",12.5925235648042,12.6252298297493,12.454948108208,12.3870057229685
"TAF7",12.4219406308671,12.7173476798028,12.4369235923217,12.4830927835562
"PLEC",12.5143123103606,12.4137300974318,12.5527018537705,12.5724474303136
"IMP3",12.5137783090352,12.4610193795475,12.5615048618473,12.5063211617503
"MAT2A",12.3325692378278,12.468068023126,12.5976041866857,12.6365415017903
"NCSTN",12.5683012447579,12.4000956916671,12.5306039132173,12.5354409501392
"CHTOP",12.48229738348,12.4577144993091,12.5281994129869,12.5651074135709
"GBF1",12.5092334535399,12.713194427291,12.3801445652057,12.4284919915866
"CAVIN3",13.0083679162952,13.010020015042,11.8770596291304,12.1333374933373
"CMC2",12.5646923082661,12.6440384455512,12.4386052476902,12.3801445652057
"CTNNA1",12.5575429359473,12.7227538210026,12.3900824478881,12.3491961255684
"BUB3",12.6132804988248,12.5958952346279,12.2786449999456,12.5223290072608
"PDIA3",12.468068023126,12.2969189533788,12.656600093656,12.5851070549797
"IGFL2-AS1",12.5893626457391,12.2590669136121,12.4429695663004,12.7146216221018
"SARAF",12.7524194329554,12.5223290072608,12.3659717076727,12.3585739915427
"DSE",12.451943732765,12.3732875661975,12.6168974617275,12.5527018537705
"CDC26",12.4837163545142,12.7375412450828,12.4539929186117,12.3169013630108
"NDRG1",12.9573250620647,12.6968107613849,12.3146349342621,12.0190722256237
"CDK1",12.3486933316903,12.7185746603537,12.4737331112782,12.441456388656
"SMIM26",12.4967609677363,12.615115840552,12.4710990964776,12.398364682219
"CPNE1",12.4011288097459,12.2526119338085,12.6686159999445,12.6537058743736
"B4GALT3",12.3463271980863,12.5807410379542,12.5296582051588,12.5121253898798
"DPM3",12.7304704287191,12.4239675397849,12.3362657158216,12.4664684123553
"KIF23",12.6828840349919,12.708993158763,12.2877120830548,12.2764924434813
"PCCA",12.5581600691825,12.0304988978918,12.7199211280872,12.6456429597772
"RFLNB",12.2901626183948,12.3818206430305,12.6230427586238,12.6559449143802
"PRRT3-AS1",12.5223290072608,12.2991779312882,12.6454111808353,12.4786073034454
"EDC4",12.5254334528744,12.6983884821419,12.3486933316903,12.366265120252
"SERPINH1",12.5807410379542,12.5651074135709,12.3228335499642,12.4691942471129
"LAMC2",12.3789289642563,13.4495331098211,12.0854675525291,12.0213118669795
"TNFAIP8L1",11.899752196762,12.0058352346136,13.0112723945929,13.0112723945929
"C8orf82",12.7436374980357,12.432584022083,12.3846802581485,12.3644317875096
"ZMAT2",12.454948108208,12.2792413713397,12.5600424452077,12.6230427586238
"YY1",12.3964650238364,12.450128276771,12.5937005542101,12.474873849436
"ALG3",12.5162228129144,12.5271609717489,12.3857915579275,12.4849201496403
"ANKRD45",11.93809249137,12.0949464272786,12.8786124057369,13.001357930212
"WDR83OS",12.6252298297493,12.5907840566497,12.3456421430201,12.3422364030913
"COPZ1",12.3127244742181,12.470703371668,12.5353423870532,12.5736120986435
"FAM120A",12.4065860728921,12.592133404957,12.4798873570833,12.4116212184171
"ATAD2",12.5549630485499,12.6669978155309,12.3837089155116,12.2834966003247
"DHCR7",12.9820913319225,12.8780295143793,12.0369917774797,11.989213167723
"GNB4",12.4151867891679,12.5070531746154,12.5155579772564,12.4479194019622
"POMGNT1",12.5271609717489,12.6737575569836,12.3440853183072,12.3386270373466
"NUP43",12.2969189533788,12.5092334535399,12.5070531746154,12.5671014671279
"IGFBP3",11.9367107986028,11.2468068570368,13.3634736959771,13.330187266291
"GNS",12.6501634010481,12.4151867891679,12.4065860728921,12.4028669536947
"PEX14",12.6456429597772,12.5344517469298,12.3682466750442,12.3244842421601
"LOC641746",12.2642948445863,12.3113305228166,12.588366415039,12.7028160463542
"SMOX",12.4556058210355,12.5399186021107,12.3498364658568,12.5197531715223
"MRPS35",12.3837089155116,12.5358841980186,12.5052388392403,12.435536960801
"LINC01122",12.4229563964776,12.3014242100678,12.4593678544964,12.6756325794141
"LRPPRC",12.3722611701867,12.4084612940331,12.5137783090352,12.5540423735557
"HEG1",12.4452292612833,12.3369429810029,12.6510361431168,12.4137300974318
"ACAP3",12.4710990964776,12.1846690180014,12.5464671587639,12.6444660265137
"FAM136A",12.3585739915427,12.5370972948303,12.5162228129144,12.4346404488949
"STAU1",12.5399186021107,12.5801195214639,12.4035568835133,12.3157551838728
"MYL6B",12.4268676600676,12.1545613141484,12.6551198686121,12.6024045435186
"C20orf141",12.201311922417,12.029845842512,12.7057832344323,12.9018300622635
"MRPL3",12.3040387237127,12.6230427586238,12.4786073034454,12.432584022083
"LAT",12.6669978155309,12.695539467846,12.1929730575146,12.2814931401373
"LOC644285",12.274914307808,12.2786449999456,12.5795177006622,12.6983884821419
"TAB2",12.4923508879555,12.3627001244751,12.5562593304298,12.41866764808
"GSTK1",12.5211697496834,12.5180992169444,12.3627001244751,12.4272756292338
"WDR82",12.5238675841177,12.5149319158847,12.4098481206139,12.3805611384509
"WAC",12.435536960801,12.3399145696596,12.5455068324697,12.5070531746154
"SDHB",12.3627001244751,12.7418348591705,12.4239675397849,12.2921966657884
"GNG5",12.6619012284076,12.5527018537705,12.3073073827654,12.2969189533788
"BID",12.3561514414998,12.4593678544964,12.5522278740824,12.446233685617
"ACBD6",12.4577144993091,12.3456421430201,12.488759787541,12.5180992169444
"SH2D5",12.5063211617503,12.3870057229685,12.3964650238364,12.5189492519418
"CYBA",12.3801445652057,12.2674706032071,12.5958952346279,12.5603505315837
"INO80E",12.310413500567,12.454948108208,12.4939115908455,12.5353423870532
"PPRC1",12.3931830039018,12.3682466750442,12.4452292612833,12.5818636658353
"BTBD6",12.5030503577162,12.5121253898798,12.4837163545142,12.28946623069
"SRM",12.4338157071771,12.6678313815122,12.3116698974912,12.3732875661975
"SMAD3",12.0846411884646,12.3157551838728,12.6943984964308,12.6917633956855
"HECTD1",12.282987516186,12.4923508879555,12.5444428042488,12.4614141901758
"CKAP4",12.4196841715816,12.5281994129869,12.4219406308671,12.4076161148598
"THBS1",12.4814876746916,12.015263221217,12.7295132891497,12.5459862564682
"PAX8",12.2396703821935,12.0882877732457,12.8682763213862,12.5646923082661
"ECI2",12.575846814172,12.5104368673252,12.3666693589165,12.3076990077374
"RNASEH2A",12.5015002047065,12.4614141901758,12.3758982519328,12.4183805627101
"CSDE1",12.3895068966654,12.451943732765,12.3585739915427,12.5556612660129
"TMEM200C",12.57125486301,12.1966895767726,12.5238675841177,12.4622642672035
