"gene_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","sex_overexpressed","module","classification_note","evidence_key"
"PGK1",-0.84553566,-0.852556962222222,-5.04177167650527,0.000438607559689642,0.00252483013619737,-0.381888164659769,"Female","glycolysis inflammatory metabolism","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"S100A9",-2.9351161,-2.55099074444444,-4.01201130288757,0.00225324792883234,0.00971939096574539,-2.08838951732892,"Female","alarmin","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TLR4",-2.34537296,-2.29826640555556,-5.57596473135967,0.000199029523078746,0.00130522104921458,0.448301717202652,"Female","TLR","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TLR7",-2.53580714,-2.24893898888889,-12.2414729764832,1.54761454168022e-07,4.39945226319932e-06,7.95865018750559,"Female","TLR","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"AIM2",4.99562098,4.98092592222222,26.944111292557,5.16767421753798e-11,1.11156672419242e-08,15.6918391375849,"Male","inflammasome","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"B2M",0.92124978,1.08992407111111,3.70467261019379,0.00377164527025757,0.0149315502631731,-2.61993870111125,"Male","antigen presentation MHC I","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"BCL2A1",2.29513742,2.41619195555556,8.36569022493019,5.89315290384242e-06,7.4565717036265e-05,4.1594593064894,"Male","NF-kB survival inflammatory","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"C2",1.29731464,1.027747572,5.31190574111316,0.000292644389191712,0.00178659814896321,0.0429118354199938,"Male","complement","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CCL5",6.24272434,6.39410852222222,21.8259911879069,4.52660018710393e-10,5.72748058968268e-08,13.7344126440198,"Male","chemokine recruitment","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CCL7",2.22752516,2.33549532222222,6.81338546960291,3.71263110873445e-05,0.000328636605550939,2.21858183209393,"Male","chemokine recruitment","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CCL8",5.77415766,6.08128978888889,11.9855617365234,1.90478889823688e-07,5.20830625437398e-06,7.74436236174307,"Male","chemokine recruitment","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CD40",2.84331324,2.77619945555556,15.7168917556041,1.2813418390957e-08,6.72235681925575e-07,10.4924863428664,"Male","costimulation/TNF receptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CD48",0.9917110424,0.823944194666667,2.85461910214803,0.0163917379373127,0.0496367362315714,-4.11109077258366,"Male","immune activation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CD80",6.39093406,6.277072,21.3241250205193,5.74669082821973e-10,6.75812806816407e-08,13.5110440393156,"Male","costimulation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CD83",4.50116044,4.54071703333333,17.2069382117408,5.12753031802242e-09,3.41204191411056e-07,11.4022165686797,"Male","mature APC marker","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CD86",2.3962429,2.62654111111111,12.8637330745718,9.48700223289188e-08,2.95042645599874e-06,8.46202482567506,"Male","costimulation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CXCL10",8.23310314,8.27581966666667,30.4390507123451,1.46256400126298e-11,4.96732921060526e-09,16.7591427694736,"Male","IFNg chemokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CXCL8",3.46908598,3.87535187777778,9.24653984965618,2.31816487912152e-06,3.71193994168019e-05,5.14024518894701,"Male","IL8 neutrophil chemokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"CXCL9",11.1819146,11.2311213333333,59.2450361338811,1.42533215876687e-14,3.20129517152512e-11,21.353701507939,"Male","IFNg chemokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"GBP1",6.53466316,6.32947877777778,27.4082106464797,4.33143154740791e-11,1.03521213983049e-08,15.8445428595433,"Male","IFN-inducible GTPase","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"GBP2",2.20523852,2.41279081111111,9.05005294791924,2.83670794434762e-06,4.29701323119136e-05,4.92832100638284,"Male","IFN-inducible GTPase","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"GBP5",7.19968706,7.32626061111111,24.5370995115737,1.35749021239399e-10,2.1899710851446e-08,14.8381563915207,"Male","IFN-inducible GTPase","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"GCH1",4.21957978,4.16592094444444,14.4160139541406,3.05188789363864e-08,1.23860582249372e-06,9.61860923212787,"Male","NO/biopterin inflammatory metabolism","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"HLA-A",1.85002288,1.8774007,11.7788767832119,2.2590347338167e-07,5.9258337956582e-06,7.56805979845667,"Male","MHC I","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"HLA-B",1.55648822,1.4206207,7.27893506753193,2.07697583719781e-05,0.000202152716100112,2.83151166875212,"Male","MHC I","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IDO1",11.5554322,11.5893912222222,68.916695706746,2.93679862272256e-15,1.89511615124287e-11,22.0607263200308,"Male","tryptophan-kynurenine inflammatory axis","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IFIT1",3.88151912,4.03569072222222,14.7033708629758,2.50438814159956e-08,1.0919470728204e-06,9.8186185797035,"Male","IFN-stimulated gene","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IFIT2",4.56909214,4.80214252222222,17.2535510258947,4.98874643409047e-09,3.41204191411056e-07,11.4292525589428,"Male","IFN-stimulated gene","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IFIT3",5.45136718,5.33254604444444,21.845736400678,4.48478138575844e-10,5.72748058968268e-08,13.7430702307156,"Male","IFN-stimulated gene","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IFNG",2.27086568,2.06540962777778,4.31507516993351,0.00137128321489359,0.00637987785559359,-1.57298344046604,"Male","type II IFN cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IKBKE",1.441140632,1.19073951777778,6.22217831120293,8.07257971222869e-05,0.000626860284686633,1.39908048492703,"Male","TLR glycolytic switch kinase","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IL12B",9.25600592,9.2083024,15.2823135781034,1.69932113581375e-08,8.37077808351612e-07,10.2093817856494,"Male","Th1 cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IL15RA",5.1604624,4.99995347777778,18.7528642829544,2.13792249648616e-09,1.74633086959813e-07,12.2572024909802,"Male","IL15 receptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IL1A",2.47217594,2.65952092222222,7.33655952544542,1.93637914840772e-05,0.000191648077372317,2.90546666976288,"Male","IL1 cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IL23A",5.97675574,6.1571688,11.7188902833668,2.37484035424978e-07,6.12993792238953e-06,7.51633809517032,"Male","Th17 inflammatory cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IL6",7.15665154,7.10459395555556,27.4679911224718,4.23495244225588e-11,1.03521213983049e-08,15.8639517189009,"Male","inflammatory cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IRF1",4.66717316,4.5145682,17.2568085397633,4.97920215459208e-09,3.41204191411056e-07,11.4311388926741,"Male","IFN/NFkB TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"IRF7",4.00443368,4.02280416666667,21.5522201040775,5.1525772963833e-10,6.39415024876182e-08,13.6133615160957,"Male","type I IFN TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"ISG15",5.8125391,6.16239532222222,17.0178033617781,5.73553536014102e-09,3.73852623020101e-07,11.2916686613165,"Male","IFN-stimulated ubiquitin-like","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"JAK2",1.98513432,1.90925947777778,9.31920876598724,2.15326344356455e-06,3.54464515339848e-05,5.21766813718478,"Male","JAK/IFN signaling","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"KYNU",2.73197134,2.54913023333333,11.4883820030183,2.88385559635095e-07,7.1575077550972e-06,7.3152240890908,"Male","kynurenine inflammatory metabolism","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"NAMPT",2.48303284,2.55313058888889,16.1596764194452,9.68109229027033e-09,5.43235552600995e-07,10.7723809692975,"Male","inflammatory NAD metabolism","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"NFKB1",3.05811444,2.95997671111111,10.6754889436731,5.88185691936208e-07,1.27367861411555e-05,6.57457751675175,"Male","NF-kB TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"NFKB2",2.76550144,2.67181926666667,8.2668235699116,6.57448111790229e-06,8.15867820265837e-05,4.0442631110797,"Male","NF-kB TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"OAS1",2.60570356,2.42608324444444,13.2324870204959,7.16898647003355e-08,2.3880570040985e-06,8.74909171426491,"Male","IFN-stimulated antiviral","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"OAS2",3.4216917,3.34185113333333,16.4880429961345,7.90000067189501e-09,4.72025040145727e-07,10.9746023633526,"Male","IFN-stimulated antiviral","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"OAS3",3.63380184,3.53863398888889,14.5242403816281,2.83169667827859e-08,1.1865544587618e-06,9.69442303186508,"Male","IFN-stimulated antiviral","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"OLR1",5.00657438,4.90018048888889,9.91897338971207,1.19137774314818e-06,2.24794168904538e-05,5.83772041144779,"Male","oxLDL inflammatory receptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"P2RX7",1.52639598,1.4790839,7.61385650788846,1.38939708866932e-05,0.000147221336833878,3.25563363811,"Male","inflammasome ATP receptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"PFKP",0.883664882,0.801402296666667,4.9337062842116,0.000517185064074559,0.00288452482149795,-0.554640755179403,"Male","glycolysis inflammatory metabolism","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"PGD",1.566506588,1.25544559,5.82773042148272,0.000139078270342512,0.000979773011484965,0.825680762064085,"Male","PPP inflammatory redox","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"PTGS2",1.950149348,2.24324333777778,4.29850007757056,0.00140860294787517,0.00651592460404193,-1.60091463442178,"Male","COX2 prostaglandin inflammation","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"RELA",1.8282225,1.68501941555556,7.87249301129225,1.02739105997626e-05,0.000117133471908601,3.57390514127828,"Male","NF-kB TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"STAT1",3.8331367,3.78415063333333,21.4491659470033,5.41224080452686e-10,6.58965847388902e-08,13.5673004659178,"Male","IFN/M1 TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"STAT4",3.8226749,4.00065064444444,12.8012268511924,9.95545141369963e-08,3.04466957216131e-06,8.41255510041015,"Male","Th1 TF","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TBK1",1.006074154,1.04340364111111,5.46499130586955,0.000233752243729258,0.00149051702449101,0.279126661805743,"Male","TLR kinase","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TFRC",1.69717426,1.46637927333333,7.69992819212268,1.25558337256669e-05,0.000135489623798877,3.36243093022156,"Male","iron uptake inflammatory context","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TNF",1.32116567,1.29055183,4.38760871038573,0.00121978841761917,0.00581336385442871,-1.45112773909129,"Male","TNF cytokine","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TNFSF10",3.29153732,3.35403053333333,14.9654389257863,2.09758719953952e-08,9.66837871330609e-07,9.99748334010682,"Male","TRAIL inflammatory cytotoxic ligand","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
"TRAF6",1.306083688,1.32927440111111,6.3817846294426,6.51631161851747e-05,0.000525621985928665,1.62497770271707,"Male","TLR/TNF adaptor","Broad pro-inflammatory/activation gene set; includes cytokines, chemokines, TLR/IFN/NF-kB machinery, antigen presentation, inflammasome, oxidative burst, adhesion and M1 metabolic activation genes.","canonical_inflammatory_macrophage_M1_literature"
